policy_id,customer_id,policy_type,policy_start_date,monthly_premium,coverage_amount,vehicle_count,is_active,current_discount
POL-71669376,CUST-564480,Renters,2017-10-02,21.65,74000,0,0,0.24
POL-36250950,CUST-816935,Home,2019-02-21,171.83,381000,0,1,0.098
POL-28673093,CUST-241679,Business,2016-12-11,2178.88,3843000,0,0,0.126
POL-14290225,CUST-789872,Home,2021-05-15,183.31,1505000,0,0,0.11
POL-82153565,CUST-7656,Boat,2018-10-16,700.63,226000,1,1,0.079
POL-36521309,CUST-198769,Health,2016-10-04,723.61,361000,0,1,0.036
POL-81013957,CUST-490833,Boat,2016-04-17,506.87,232000,1,1,0.187
POL-22141696,CUST-516422,Home,2020-10-06,496.2,1271000,0,1,0.179
POL-82474982,CUST-237723,Renters,2020-10-05,16.28,27000,0,1,0.178
POL-54383490,CUST-892407,Auto,2022-11-05,260.4,490000,2,1,0.139
POL-42097153,CUST-503090,RV,2019-04-28,822.55,172000,2,1,0.053
POL-55572363,CUST-463082,Renters,2025-02-25,17.13,77000,0,1,0.194
POL-93214760,CUST-281049,RV,2016-07-22,503.13,272000,1,1,0.19
POL-2999320,CUST-205538,Renters,2024-05-05,47.33,33000,0,1,0.097
POL-89146488,CUST-54053,Boat,2015-09-06,601.84,252000,2,1,0.188
POL-90401600,CUST-755935,Motorcycle,2023-04-04,79.08,78000,1,1,0.086
POL-48882805,CUST-811785,Health,2019-05-18,954.98,483000,0,1,0.077
POL-48956912,CUST-587957,Home,2022-12-05,789.52,1769000,0,1,0.222
POL-52322352,CUST-864406,Boat,2018-02-06,322.23,446000,1,0,0.165
POL-68943105,CUST-182563,Auto,2015-12-03,220.52,340000,3,1,0.141
POL-24357127,CUST-994661,Auto,2021-04-28,287.34,101000,1,1,0.035
POL-31847797,CUST-940495,Boat,2022-07-22,340.18,345000,1,1,0.032
POL-79362602,CUST-991927,Umbrella,2023-07-03,390.6,3802000,0,1,0.204
POL-94964678,CUST-816215,Renters,2019-12-29,39.67,80000,0,1,0.041
POL-18990527,CUST-929411,Motorcycle,2016-08-27,39.51,32000,1,1,0.078
POL-70207946,CUST-409301,RV,2024-02-10,613.15,59000,1,1,0.094
POL-78285706,CUST-108722,Renters,2022-10-17,29.93,59000,0,1,0.248
POL-16945764,CUST-704872,Life,2016-12-30,177.52,420000,0,1,0.063
POL-26323326,CUST-835467,Health,2017-09-04,661.11,469000,0,1,0.152
POL-10141335,CUST-276671,Life,2018-04-28,151.55,90000,0,1,0.231
POL-43254525,CUST-908839,Renters,2018-04-28,27.85,64000,0,1,0.232
POL-50682062,CUST-86621,Motorcycle,2018-03-14,123.91,17000,2,1,0.012
POL-78595333,CUST-512996,Auto,2017-05-02,98.12,52000,3,0,0.22
POL-76183158,CUST-845182,Boat,2024-10-16,666.14,210000,1,0,0.22
POL-44714192,CUST-849359,Life,2017-12-27,197.08,863000,0,1,0.139
POL-52923987,CUST-795054,Health,2020-09-13,658.93,104000,0,1,0.193
POL-60599967,CUST-276935,RV,2020-11-28,545.31,295000,2,1,0.172
POL-50672881,CUST-959146,Boat,2020-02-19,705.16,312000,1,1,0.122
POL-93961331,CUST-225202,Umbrella,2021-10-29,566.41,3118000,0,1,0.09
POL-50302748,CUST-719785,Business,2018-07-27,2076.83,4533000,0,1,0.107
POL-37602980,CUST-300322,Health,2020-11-19,802.02,295000,0,1,0.014
POL-14680122,CUST-546068,Boat,2016-10-16,240.6,216000,2,1,0.215
POL-92279057,CUST-558181,Life,2017-02-25,158.27,60000,0,0,0.207
POL-11452539,CUST-224216,Renters,2021-04-27,46.63,19000,0,1,0.189
POL-60417500,CUST-196692,Auto,2021-12-28,197.24,197000,4,1,0.201
POL-2454882,CUST-720528,Auto,2024-03-10,298.69,127000,4,0,0.222
POL-19378957,CUST-60753,Motorcycle,2021-03-31,149.3,18000,3,1,0.051
POL-74170981,CUST-865630,Home,2018-12-31,137.85,1757000,0,1,0.158
POL-13457647,CUST-723534,Life,2024-09-04,63.02,885000,0,0,0.049
POL-59667720,CUST-878183,Motorcycle,2019-03-05,46.54,41000,1,1,0.224
POL-68852492,CUST-315525,Boat,2022-10-15,202.48,74000,1,1,0.005
POL-72082682,CUST-816415,Umbrella,2017-03-10,553.27,4791000,0,1,0.227
POL-66659916,CUST-984717,Life,2020-03-31,199.68,185000,0,1,0.147
POL-34919531,CUST-400557,Health,2016-11-09,587.72,77000,0,0,0.248
POL-22254977,CUST-29256,Health,2017-10-13,489.1,103000,0,1,0.127
POL-35035588,CUST-694027,Boat,2016-10-04,462.28,41000,1,1,0.125
POL-32726323,CUST-207960,Life,2024-05-18,199.06,165000,0,1,0.004
POL-43438653,CUST-279930,Home,2019-08-17,511.66,1542000,0,1,0.082
POL-13078971,CUST-116698,Umbrella,2016-07-04,435.95,1805000,0,1,0.232
POL-59447164,CUST-177192,Life,2018-08-19,142.88,312000,0,1,0.222
POL-27790964,CUST-955691,Renters,2024-09-16,30.63,79000,0,1,0.132
POL-1532487,CUST-205096,Life,2022-02-11,76.98,769000,0,1,0.031
POL-68203840,CUST-505081,RV,2015-07-10,648.85,80000,1,1,0.03
POL-39068079,CUST-491481,Boat,2022-03-18,289.15,424000,1,1,0.039
POL-6202184,CUST-767887,Health,2023-09-16,818.77,419000,0,1,0.114
POL-1418292,CUST-442276,Renters,2025-03-29,18.24,37000,0,1,0.118
POL-58450558,CUST-113673,Umbrella,2023-09-18,569.1,2198000,0,1,0.007
POL-31841589,CUST-813149,Umbrella,2024-09-26,475.68,3040000,0,1,0.048
POL-50629134,CUST-151394,Renters,2023-05-28,49.31,36000,0,1,0.209
POL-346771,CUST-506653,Auto,2021-11-03,299.36,43000,2,1,0.075
POL-87806001,CUST-506231,Business,2022-08-28,2398.16,2427000,0,1,0.003
POL-85430740,CUST-436245,Boat,2016-08-11,718.97,272000,2,1,0.105
POL-12590849,CUST-523226,Umbrella,2018-08-25,495.86,3888000,0,1,0.003
POL-5609850,CUST-295634,Renters,2017-12-31,44.18,51000,0,1,0.076
POL-70270040,CUST-886629,Boat,2024-10-10,563.97,98000,2,1,0.058
POL-52982698,CUST-588161,Health,2024-04-10,654.75,137000,0,0,0.212
POL-88150269,CUST-314367,Business,2016-05-01,2247.81,1787000,0,1,0.064
POL-67243601,CUST-408872,Renters,2017-03-30,34.93,72000,0,1,0.03
POL-29846042,CUST-46888,Life,2025-04-06,91.09,670000,0,1,0.018
POL-90098518,CUST-169696,Health,2019-05-05,616.34,135000,0,0,0.012
POL-39912731,CUST-686126,Business,2022-01-29,692.8,1306000,0,0,0.18
POL-53768384,CUST-269172,RV,2021-01-30,561.62,276000,2,1,0.013
POL-62715673,CUST-313011,Business,2022-10-19,1468.93,242000,0,1,0.144
POL-79030395,CUST-642645,Health,2017-05-08,707.59,461000,0,1,0.118
POL-53858626,CUST-38802,Motorcycle,2016-11-28,109.62,15000,1,1,0.215
POL-96358133,CUST-950227,Renters,2020-12-26,34.41,61000,0,1,0.139
POL-81768943,CUST-714846,Life,2019-06-02,99.98,283000,0,0,0.095
POL-51929332,CUST-822741,Life,2015-11-03,71.01,123000,0,1,0.18
POL-76387049,CUST-34802,Business,2019-10-01,1759.87,2144000,0,1,0.227
POL-96545245,CUST-744127,Renters,2025-02-05,38.35,73000,0,1,0.247
POL-86593644,CUST-16217,Umbrella,2023-10-09,215.23,4102000,0,0,0.082
POL-40046248,CUST-137036,Home,2019-05-25,333.41,673000,0,1,0.102
POL-88852629,CUST-120054,Auto,2021-03-19,145.48,198000,4,1,0.249
POL-91627362,CUST-55658,Boat,2023-02-28,786.67,492000,2,1,0.164
POL-74129978,CUST-72510,Auto,2017-08-04,95.71,429000,1,1,0.026
POL-74981169,CUST-601744,Business,2021-11-07,1757.47,2152000,0,1,0.139
POL-25209875,CUST-416395,Home,2017-03-11,422.86,1665000,0,1,0.139
POL-19085963,CUST-607730,RV,2024-10-05,667.13,174000,2,1,0.053
POL-62350425,CUST-11298,Home,2022-02-24,353.78,1900000,0,1,0.236
POL-37214819,CUST-183659,Home,2023-05-12,394.74,550000,0,1,0.172
POL-44575565,CUST-967073,Business,2017-07-01,1557.44,4458000,0,1,0.096
POL-8990534,CUST-627427,Boat,2019-09-09,780.07,46000,2,1,0.026
POL-85579412,CUST-945111,RV,2019-09-24,683.74,195000,1,1,0.172
POL-97794457,CUST-145277,Boat,2022-04-06,638.18,282000,1,1,0.25
POL-23068309,CUST-421033,RV,2021-04-17,621.88,99000,1,1,0.11
POL-18870433,CUST-182695,Umbrella,2015-07-21,532.02,4476000,0,1,0.207
POL-56833639,CUST-599142,Home,2017-06-01,365.68,1903000,0,1,0.025
POL-73873832,CUST-742222,Health,2015-12-02,1035.67,69000,0,1,0.155
POL-61135583,CUST-384657,Life,2024-03-03,53.72,478000,0,1,0.044
POL-69041472,CUST-10972,Motorcycle,2020-03-12,108.11,74000,2,1,0.125
POL-80998272,CUST-243170,Motorcycle,2017-11-25,123.63,88000,3,1,0.181
POL-49399803,CUST-571721,Auto,2018-11-17,129.02,289000,2,1,0.05
POL-67576689,CUST-867755,RV,2019-06-03,781.01,96000,2,1,0.149
POL-25786464,CUST-715593,Life,2020-07-24,170.83,853000,0,1,0.058
POL-571999,CUST-428084,Umbrella,2016-11-24,242.92,4733000,0,1,0.186
POL-60214706,CUST-250937,Umbrella,2021-08-26,456.94,3207000,0,1,0.196
POL-11336167,CUST-503335,Boat,2021-01-16,304.76,363000,1,1,0.133
POL-45375246,CUST-962882,Motorcycle,2020-10-16,58.09,64000,1,1,0.004
POL-50651325,CUST-601788,Health,2019-10-23,348.5,222000,0,1,0.012
POL-92646159,CUST-740313,Home,2019-03-13,544.57,1231000,0,1,0.222
POL-16390366,CUST-27261,Health,2021-05-13,1117.34,302000,0,1,0.132
POL-98570122,CUST-85445,RV,2018-04-07,760.19,295000,1,1,0.042
POL-6319628,CUST-951421,Life,2020-09-01,71.18,258000,0,1,0.189
POL-20205381,CUST-955129,Motorcycle,2016-12-30,72.02,27000,1,1,0.008
POL-32822070,CUST-198598,Renters,2024-09-24,26.64,16000,0,1,0.176
POL-76686210,CUST-346469,Auto,2016-12-20,239.05,327000,1,1,0.157
POL-68884191,CUST-997733,Boat,2021-09-30,270.05,289000,1,1,0.093
POL-94829348,CUST-505613,Home,2025-05-30,158.32,1555000,0,1,0.219
POL-77603163,CUST-12514,Umbrella,2025-02-15,209.3,3937000,0,1,0.041
POL-45483001,CUST-847276,Life,2019-03-31,151.95,410000,0,1,0.019
POL-13417244,CUST-516719,Life,2023-03-19,183.44,528000,0,1,0.233
POL-10931484,CUST-898650,Auto,2023-11-18,346.91,120000,4,1,0.01
POL-93852936,CUST-28128,Business,2023-10-05,609.97,4169000,0,1,0.002
POL-4383327,CUST-362177,Business,2018-10-06,1678.78,2484000,0,1,0.06
POL-67151414,CUST-473852,Home,2022-06-25,520.22,166000,0,1,0.028
POL-76924129,CUST-318205,Home,2016-06-18,279.07,1577000,0,1,0.198
POL-17390520,CUST-265970,Home,2016-09-30,651.36,767000,0,1,0.016
POL-645951,CUST-345987,Business,2021-12-28,1198.68,2007000,0,1,0.074
POL-52634879,CUST-265677,Health,2017-01-29,539.31,363000,0,1,0.04
POL-31119594,CUST-797721,Umbrella,2024-09-10,550.36,2749000,0,1,0.075
POL-79268540,CUST-336341,Boat,2024-12-09,568.47,349000,1,1,0.191
POL-32087136,CUST-469990,Health,2019-01-17,1141.3,396000,0,1,0.119
POL-74976112,CUST-271442,Auto,2022-01-17,297.37,423000,1,1,0.138
POL-74806586,CUST-475576,Umbrella,2017-06-15,492.48,1803000,0,0,0.094
POL-61405294,CUST-487365,Renters,2022-05-12,44.52,93000,0,0,0.167
POL-8139099,CUST-9846,RV,2022-11-26,957.77,183000,1,1,0.093
POL-37556176,CUST-235343,Boat,2022-02-02,485.1,272000,1,1,0.113
POL-43566725,CUST-987488,Boat,2020-10-08,455.74,495000,2,0,0.247
POL-96096872,CUST-477150,Boat,2025-06-25,242.79,471000,2,1,0.008
POL-10741296,CUST-670095,Life,2019-06-17,161.17,85000,0,1,0.118
POL-31720243,CUST-46774,Umbrella,2023-07-13,293.61,2638000,0,1,0.215
POL-30306132,CUST-185647,Home,2019-05-14,325.32,1840000,0,0,0.134
POL-77865625,CUST-829680,Auto,2019-12-27,274.71,477000,4,1,0.23
POL-96980674,CUST-760526,Motorcycle,2022-08-23,102.59,18000,3,1,0.179
POL-44738928,CUST-956730,Umbrella,2023-03-03,325.87,4131000,0,1,0.241
POL-35437132,CUST-910458,Home,2023-12-31,280.96,741000,0,1,0.148
POL-15610916,CUST-817345,Renters,2021-04-13,29.38,89000,0,1,0.1
POL-40559882,CUST-569214,Motorcycle,2015-07-02,122.57,88000,3,1,0.241
POL-71582244,CUST-900501,RV,2020-04-09,375.28,266000,1,1,0.231
POL-78738651,CUST-318211,Health,2016-03-24,479.3,417000,0,1,0.161
POL-97356411,CUST-840950,Home,2022-12-16,323.19,807000,0,0,0.143
POL-15712553,CUST-567700,Business,2019-03-10,818.39,3968000,0,1,0.17
POL-46229746,CUST-405816,Home,2017-01-26,233.15,1219000,0,1,0.241
POL-45755518,CUST-886178,Motorcycle,2015-10-29,44.09,61000,1,1,0.051
POL-21769838,CUST-507142,Home,2020-06-01,269.75,1744000,0,1,0.123
POL-61070966,CUST-623222,Boat,2016-05-14,240.5,309000,2,1,0.196
POL-48302092,CUST-857345,RV,2025-06-03,748.74,202000,1,1,0.06
POL-96384305,CUST-932992,Business,2025-05-10,615.03,3881000,0,0,0.035
POL-64064673,CUST-433645,Umbrella,2020-07-30,421.69,1204000,0,1,0.013
POL-14117849,CUST-112724,Auto,2017-06-28,311.17,123000,3,1,0.249
POL-64977057,CUST-999673,Renters,2016-05-13,29.29,60000,0,1,0.001
POL-63438877,CUST-411256,Auto,2025-04-17,192.39,322000,1,0,0.225
POL-60340934,CUST-379644,Umbrella,2020-09-16,496.39,4079000,0,1,0.126
POL-90410526,CUST-779280,Business,2020-06-04,1410.29,3959000,0,1,0.066
POL-56146977,CUST-358005,Boat,2021-06-19,595.37,163000,1,1,0.043
POL-20113607,CUST-536594,Renters,2023-05-05,43.77,64000,0,0,0.194
POL-61192114,CUST-159069,Home,2025-02-09,447.07,387000,0,1,0.125
POL-51996102,CUST-716306,Boat,2018-04-29,656.74,42000,1,1,0.056
POL-28197576,CUST-310423,Health,2025-04-20,960.14,111000,0,1,0.04
POL-45345909,CUST-281399,Home,2024-02-12,693.56,1205000,0,0,0.071
POL-27275395,CUST-608142,Auto,2015-11-30,149.76,220000,3,1,0.051
POL-81719144,CUST-532121,Health,2015-09-02,980.25,445000,0,1,0.073
POL-91976878,CUST-398695,Renters,2019-11-18,44.36,26000,0,1,0.228
POL-46825183,CUST-777669,Umbrella,2024-06-25,220.71,4443000,0,1,0.081
POL-1531126,CUST-883793,Auto,2022-08-02,82.88,160000,2,1,0.037
POL-50862626,CUST-758712,RV,2022-11-15,401.31,64000,1,1,0.036
POL-87235411,CUST-752697,Home,2018-08-03,737.24,1793000,0,1,0.234
POL-9083766,CUST-229096,Life,2022-06-06,33.4,741000,0,0,0.194
POL-17745835,CUST-976735,Boat,2024-04-30,543.54,398000,2,1,0.116
POL-73532711,CUST-499497,RV,2022-06-19,603.29,207000,2,1,0.004
POL-83858663,CUST-804813,Auto,2016-01-25,197.78,337000,4,1,0.086
POL-59150727,CUST-933621,RV,2023-01-10,613.8,238000,2,1,0.037
POL-58925994,CUST-625101,Health,2023-04-03,319.44,232000,0,1,0.002
POL-62865890,CUST-42866,RV,2021-11-12,354.9,179000,1,1,0.057
POL-76437408,CUST-592446,Boat,2018-12-25,242.56,349000,1,1,0.049
POL-19369643,CUST-394525,Motorcycle,2022-05-28,81.04,24000,4,0,0.09
POL-66706533,CUST-491190,RV,2019-04-14,360.04,255000,1,1,0.209
POL-59597939,CUST-73147,Auto,2018-08-14,193.66,366000,4,1,0.238
POL-7405345,CUST-992322,Umbrella,2016-12-11,475.56,4742000,0,1,0.135
POL-31992524,CUST-374960,Business,2022-12-10,891.44,1079000,0,1,0.12
POL-17450511,CUST-580804,RV,2017-08-03,411.7,269000,2,1,0.015
POL-23137964,CUST-196536,RV,2022-08-18,969.62,121000,2,1,0.069
POL-54608714,CUST-565852,Life,2016-01-17,180.13,597000,0,1,0.244
POL-38576809,CUST-211514,Umbrella,2018-05-08,437.43,1356000,0,1,0.114
POL-31115465,CUST-201947,Home,2018-04-13,441.96,1839000,0,1,0.182
POL-6963986,CUST-826061,Health,2019-08-10,513.45,355000,0,1,0.049
POL-28947425,CUST-646743,RV,2017-12-05,347.97,161000,1,1,0.002
POL-33853894,CUST-293520,Health,2019-05-27,753.55,409000,0,1,0.222
POL-3027638,CUST-825751,Health,2021-12-10,644.92,105000,0,1,0.241
POL-95075692,CUST-932810,Business,2022-04-26,1670.23,4504000,0,1,0.162
POL-50713614,CUST-593492,Life,2015-12-18,70.88,517000,0,1,0.238
POL-94988295,CUST-237571,Health,2019-11-22,510.29,330000,0,1,0.161
POL-53529606,CUST-641699,Motorcycle,2015-07-14,35.24,39000,1,1,0.156
POL-87827493,CUST-136854,Motorcycle,2021-05-05,45.8,58000,2,1,0.031
POL-45771402,CUST-458905,Umbrella,2018-09-27,501.78,1446000,0,1,0.035
POL-52584867,CUST-338814,Motorcycle,2024-08-22,70.27,34000,4,1,0.002
POL-80367654,CUST-320361,RV,2017-11-19,481.93,161000,2,1,0.104
POL-18326110,CUST-530420,RV,2017-01-11,475.13,124000,1,1,0.208
POL-32539759,CUST-505826,Business,2021-05-04,667.75,621000,0,1,0.111
POL-4430026,CUST-823624,Business,2016-04-26,2382.73,1724000,0,1,0.091
POL-35554422,CUST-266137,Boat,2022-01-01,785.63,109000,1,1,0.075
POL-74582978,CUST-352669,RV,2024-07-11,810.13,167000,2,1,0.075
POL-71364647,CUST-502138,Umbrella,2020-05-19,340.7,4477000,0,1,0.186
POL-32938229,CUST-111813,Life,2021-04-15,46.21,310000,0,0,0.244
POL-77666066,CUST-662439,Business,2017-06-22,666.04,4988000,0,0,0.131
POL-1316102,CUST-268356,Health,2024-05-05,1002.68,418000,0,1,0.042
POL-48601581,CUST-367067,RV,2018-04-30,411.88,168000,2,1,0.044
POL-19216298,CUST-555123,Auto,2020-10-13,213.74,69000,1,1,0.091
POL-43484326,CUST-259607,Health,2015-08-09,388.91,266000,0,1,0.214
POL-55055720,CUST-797056,Renters,2023-01-18,43.67,48000,0,1,0.124
POL-17718376,CUST-382901,Health,2020-08-22,626.39,302000,0,1,0.123
POL-4008222,CUST-502971,Life,2021-02-27,192.56,398000,0,1,0.238
POL-56945454,CUST-577396,Business,2024-12-20,2315.72,3167000,0,1,0.19
POL-85569389,CUST-468325,Motorcycle,2024-07-05,94.81,72000,2,0,0.172
POL-53269327,CUST-28744,Auto,2024-10-02,150.35,408000,2,1,0.023
POL-5642947,CUST-239793,Boat,2018-07-25,266.22,72000,2,0,0.147
POL-22653778,CUST-128286,Renters,2017-09-15,24.51,34000,0,1,0.14
POL-10087904,CUST-961599,Business,2019-09-24,1257.04,1556000,0,1,0.01
POL-4587918,CUST-945778,Auto,2023-09-01,163.78,332000,3,0,0.235
POL-83407203,CUST-751914,Renters,2017-01-28,49.69,72000,0,0,0.041
POL-75186443,CUST-420776,Auto,2021-01-14,199.07,71000,4,1,0.134
POL-28031039,CUST-997636,Motorcycle,2022-07-19,125.02,34000,3,1,0.155
POL-88829740,CUST-138116,Business,2025-04-21,1447.98,3773000,0,1,0.12
POL-63347457,CUST-593347,Umbrella,2024-09-05,279.21,4944000,0,1,0.142
POL-64966232,CUST-167226,Health,2024-06-01,777.53,339000,0,1,0.245
POL-66714670,CUST-212842,Business,2024-04-30,1647.31,3141000,0,1,0.075
POL-33768952,CUST-840369,Home,2016-10-16,508.64,1458000,0,1,0.077
POL-41569267,CUST-594945,Life,2018-03-04,73.24,916000,0,1,0.229
POL-54853689,CUST-182117,Home,2021-08-28,146.72,1209000,0,1,0.21
POL-15180063,CUST-496909,Renters,2025-04-18,29.05,16000,0,1,0.106
POL-52653861,CUST-324753,Motorcycle,2025-04-26,102.23,81000,3,1,0.128
POL-15415612,CUST-447857,Auto,2020-08-08,285.36,233000,2,1,0.001
POL-31467988,CUST-204155,Boat,2015-08-20,300.84,320000,2,1,0.032
POL-72732852,CUST-583750,Motorcycle,2018-08-08,37.78,43000,3,1,0.07
POL-889761,CUST-493887,Renters,2024-02-10,36.41,53000,0,0,0.154
POL-2601963,CUST-339928,Home,2015-07-27,433.23,458000,0,1,0.015
POL-94164986,CUST-43334,Auto,2016-10-30,99.49,217000,3,1,0.148
POL-70742278,CUST-511357,Health,2018-07-15,525.56,337000,0,1,0.023
POL-45429395,CUST-718038,Boat,2020-10-21,765.2,38000,1,1,0.183
POL-20141113,CUST-984609,Health,2016-11-03,393.56,323000,0,1,0.232
POL-19748739,CUST-714191,RV,2015-11-08,467.11,204000,1,1,0.227
POL-98062495,CUST-737472,Health,2018-03-15,702.22,115000,0,1,0.02
POL-11041966,CUST-758286,RV,2015-07-22,970.7,123000,1,1,0.124
POL-48432777,CUST-312011,Health,2023-10-25,953.76,253000,0,1,0.226
POL-36452326,CUST-70069,Renters,2021-09-23,22.42,39000,0,1,0.096
POL-36967156,CUST-555564,Health,2022-04-09,519.46,298000,0,0,0.148
POL-83149759,CUST-144167,Renters,2023-12-21,46.68,47000,0,1,0.043
POL-7456282,CUST-910629,Life,2016-08-26,52.52,494000,0,1,0.12
POL-54464311,CUST-435214,RV,2020-01-26,905.01,218000,1,1,0.187
POL-62608212,CUST-335059,Life,2017-09-24,135.73,96000,0,1,0.231
POL-13109745,CUST-372781,Health,2015-10-19,380.22,129000,0,1,0.083
POL-54459350,CUST-714023,Home,2018-05-28,449.23,1966000,0,0,0.233
POL-60037802,CUST-265145,RV,2025-03-18,449.88,229000,2,1,0.018
POL-22925754,CUST-865323,Boat,2020-03-08,331.38,352000,1,1,0.129
POL-30844816,CUST-909871,Home,2016-05-10,602.83,1304000,0,1,0.234
POL-7435952,CUST-504660,Renters,2022-04-08,40.6,96000,0,1,0.027
POL-45856072,CUST-306556,Life,2024-08-02,129.92,287000,0,1,0.151
POL-25318739,CUST-211459,Umbrella,2024-09-23,264.38,3151000,0,1,0.057
POL-76888624,CUST-390555,Auto,2015-09-21,285.41,141000,4,1,0.154
POL-66224539,CUST-148644,Auto,2024-02-17,300.76,456000,2,1,0.102
POL-92448430,CUST-582369,Boat,2019-07-17,520.16,460000,1,1,0.087
POL-53404755,CUST-560892,Renters,2019-03-04,41.95,88000,0,1,0.068
POL-57209590,CUST-51353,Renters,2015-09-03,19.93,89000,0,0,0.116
POL-34845033,CUST-351873,Health,2016-12-27,689.26,275000,0,1,0.041
POL-79781530,CUST-160986,Health,2023-01-26,404.2,470000,0,1,0.053
POL-18063312,CUST-420831,Boat,2019-05-23,604.05,220000,2,1,0.212
POL-10130392,CUST-280904,Health,2023-10-02,692.58,228000,0,1,0.242
POL-45934774,CUST-524463,Health,2024-07-14,1178.32,90000,0,1,0.227
POL-83343947,CUST-665078,Motorcycle,2017-03-10,69.59,25000,2,1,0.105
POL-935138,CUST-100300,Umbrella,2023-04-29,575.21,3914000,0,1,0.095
POL-5943806,CUST-757456,Umbrella,2021-09-13,535.71,1146000,0,1,0.027
POL-75899625,CUST-453284,Boat,2017-04-23,256.16,351000,1,1,0.056
POL-81779452,CUST-888168,Health,2023-12-09,989.26,169000,0,1,0.099
POL-89833190,CUST-138657,Umbrella,2023-09-19,334.71,1513000,0,1,0.191
POL-82869403,CUST-135399,Renters,2015-12-19,18.96,17000,0,1,0.061
POL-9880297,CUST-599216,Renters,2021-06-15,17.91,41000,0,1,0.205
POL-15993124,CUST-889596,Life,2017-09-19,29.13,744000,0,1,0.032
POL-20768503,CUST-576411,Auto,2025-01-22,102.42,264000,2,0,0.135
POL-16955438,CUST-249849,Life,2021-06-30,173.75,711000,0,1,0.242
POL-94627789,CUST-156651,Motorcycle,2019-05-09,94.67,93000,4,1,0.0
POL-60393048,CUST-882667,Boat,2025-02-08,209.9,351000,2,1,0.136
POL-36057928,CUST-603297,RV,2015-07-23,585.28,110000,2,1,0.107
POL-63970480,CUST-613931,Home,2018-11-09,503.32,1411000,0,1,0.083
POL-67849862,CUST-169371,Home,2021-04-14,160.49,138000,0,1,0.234
POL-46126741,CUST-561539,Renters,2017-03-31,35.36,37000,0,1,0.048
POL-43313930,CUST-849927,Auto,2021-10-27,300.19,153000,2,0,0.092
POL-10378430,CUST-450212,Life,2017-08-14,133.1,457000,0,1,0.212
POL-81115559,CUST-677300,Motorcycle,2019-01-31,52.93,97000,2,1,0.231
POL-11177910,CUST-296141,Health,2023-01-15,925.73,446000,0,1,0.099
POL-2603456,CUST-947952,Umbrella,2018-04-19,512.15,1845000,0,1,0.15
POL-44861853,CUST-870831,Motorcycle,2023-06-07,139.63,90000,1,1,0.165
POL-40628233,CUST-729799,Motorcycle,2023-04-24,75.62,99000,1,0,0.085
POL-41577026,CUST-959174,Motorcycle,2017-05-17,65.21,98000,3,0,0.199
POL-40134687,CUST-588553,Business,2018-08-13,2249.9,1710000,0,1,0.194
POL-31973862,CUST-611135,Business,2023-06-14,1444.8,1370000,0,1,0.005
POL-21266976,CUST-404203,RV,2022-07-03,310.34,124000,2,1,0.047
POL-46416118,CUST-630498,Motorcycle,2017-09-16,34.81,12000,3,1,0.165
POL-69408210,CUST-970641,Business,2016-11-06,661.74,2343000,0,1,0.061
POL-31908198,CUST-726768,Auto,2024-10-09,341.08,136000,2,1,0.04
POL-23866225,CUST-314970,Auto,2016-09-07,163.98,486000,3,1,0.219
POL-63059095,CUST-762961,Life,2025-04-11,66.68,491000,0,1,0.008
POL-31626318,CUST-796629,Home,2023-02-21,114.6,1403000,0,0,0.037
POL-95063739,CUST-827749,RV,2022-11-18,736.65,299000,1,1,0.043
POL-64426718,CUST-180198,Life,2023-05-04,173.09,907000,0,1,0.01
POL-39871655,CUST-200560,Umbrella,2019-11-18,502.82,1024000,0,0,0.243
POL-26515110,CUST-660251,Business,2020-09-10,1480.3,4418000,0,1,0.121
POL-40842543,CUST-652881,Auto,2021-04-27,156.01,378000,2,1,0.145
POL-69644509,CUST-519472,Boat,2023-05-12,700.08,238000,2,1,0.06
POL-81013993,CUST-909125,Auto,2018-04-18,93.62,188000,3,1,0.149
POL-48573820,CUST-499701,Renters,2021-11-23,19.89,38000,0,1,0.186
POL-45306327,CUST-947916,Health,2017-05-15,364.43,92000,0,1,0.216
POL-95429337,CUST-892767,Life,2022-05-27,137.64,413000,0,1,0.236
POL-29903771,CUST-937769,Life,2020-09-21,59.31,909000,0,1,0.194
POL-90778023,CUST-679046,Umbrella,2024-04-25,215.81,3777000,0,1,0.077
POL-21030803,CUST-643179,Renters,2016-03-23,33.01,21000,0,1,0.231
POL-6291489,CUST-799957,Renters,2025-03-19,41.15,38000,0,0,0.002
POL-36267057,CUST-973178,Home,2019-05-06,378.76,1015000,0,1,0.119
POL-86875656,CUST-19674,Motorcycle,2024-07-29,56.82,14000,4,1,0.041
POL-16825676,CUST-307244,Umbrella,2020-07-17,392.42,3287000,0,1,0.06
POL-78004977,CUST-906120,Health,2023-07-04,799.72,283000,0,1,0.026
POL-6786673,CUST-656916,Health,2022-08-14,987.71,372000,0,1,0.025
POL-96770309,CUST-52260,Life,2016-01-05,124.57,914000,0,1,0.13
POL-38531288,CUST-9944,Life,2025-02-24,198.12,269000,0,0,0.058
POL-56230544,CUST-732956,Umbrella,2016-08-11,411.91,1572000,0,1,0.245
POL-64817663,CUST-239132,Life,2021-07-09,139.9,289000,0,1,0.227
POL-55727155,CUST-133635,Life,2023-08-16,50.23,367000,0,1,0.03
