policy_id,customer_id,policy_type,coverage_amount,premium_amount,deductible,start_date,end_date,renewal_date,policy_status,agent_id,acquisition_channel
POL0051365,CUST012817,Home,345327,2762.62,1000,2022-02-03,2023-02-03,2023-02-03,Lapsed,AGT016,Agent
POL0051366,CUST008347,Life,299373,1197.49,0,2024-06-03,2025-06-03,2025-06-03,Cancelled,AGT139,Agent
POL0051367,CUST009637,Auto,100000,1600.0,250,2024-09-07,2025-09-07,2025-09-07,Active,AGT114,Agent
POL0051368,CUST003883,Auto,50000,800.0,1000,2022-11-15,2023-11-15,2023-11-15,Active,AGT066,Referral
POL0051369,CUST002989,Travel,50000,6000.0,0,2020-11-05,2021-11-05,2021-11-05,Active,AGT045,Agent
POL0051370,CUST002404,Health,100000,10400.0,500,2023-01-01,2024-01-01,2024-01-01,Active,AGT031,Agent
POL0051371,CUST003463,Auto,100000,2000.0,2000,2021-03-24,2022-03-24,2022-03-24,Active,AGT179,Agent
POL0051372,CUST009481,Health,50000,3200.0,2500,2021-07-10,2022-07-10,2022-07-10,Active,AGT045,Online
POL0051373,CUST014344,Health,250000,16000.0,5000,2023-02-12,2024-02-12,2024-02-12,Active,AGT026,Online
POL0051374,CUST000776,Home,254623,1629.59,1000,2023-02-24,2024-02-24,2024-02-24,Active,AGT094,Agent
POL0051375,CUST008365,Auto,100000,2000.0,1000,2022-08-28,2023-08-28,2023-08-28,Cancelled,AGT138,Agent
POL0051376,CUST013667,Auto,100000,2000.0,250,2021-06-15,2022-06-15,2022-06-15,Lapsed,AGT178,Online
POL0051377,CUST005788,Life,135806,543.22,0,2023-01-29,2024-01-29,2024-01-29,Active,AGT130,Agent
POL0051378,CUST009398,Health,250000,16000.0,1000,2025-06-25,2026-06-25,2026-06-25,Active,AGT015,Phone
POL0051379,CUST006498,Travel,25000,3000.0,500,2022-10-10,2023-10-10,2023-10-10,Active,AGT034,Agent
POL0051380,CUST011145,Auto,100000,2000.0,1000,2023-11-13,2024-11-12,2024-11-12,Active,AGT158,Online
POL0051381,CUST010285,Home,123976,793.45,500,2025-03-29,2026-03-29,2026-03-29,Active,AGT092,Phone
POL0051382,CUST011233,Auto,250000,4000.0,500,2022-01-18,2023-01-18,2023-01-18,Active,AGT065,Phone
POL0051383,CUST009186,Life,337993,1689.97,0,2024-08-23,2025-08-23,2025-08-23,Active,AGT064,Agent
POL0051384,CUST002085,Health,1000000,80000.0,1000,2025-04-14,2026-04-14,2026-04-14,Active,AGT020,Online
POL0051385,CUST013839,Home,92701,741.61,2500,2024-09-29,2025-09-29,2025-09-29,Active,AGT191,Phone
POL0051386,CUST005822,Business,68105,544.84,1000,2021-04-05,2022-04-05,2022-04-05,Active,AGT117,Agent
POL0051387,CUST012055,Life,315032,1260.13,0,2022-02-18,2023-02-18,2023-02-18,Active,AGT177,Online
POL0051388,CUST006906,Auto,100000,2600.0,2000,2022-08-18,2023-08-18,2023-08-18,Active,AGT041,Phone
POL0051389,CUST004477,Health,1000000,80000.0,1000,2021-07-16,2022-07-16,2022-07-16,Lapsed,AGT007,Online
POL0051390,CUST005672,Life,195119,1268.27,0,2022-10-19,2023-10-19,2023-10-19,Lapsed,AGT112,Agent
POL0051391,CUST008614,Home,170878,1777.13,5000,2021-10-04,2022-10-04,2022-10-04,Active,AGT030,Phone
POL0051392,CUST002740,Auto,250000,4000.0,2000,2022-04-05,2023-04-05,2023-04-05,Cancelled,AGT131,Referral
POL0051393,CUST008271,Life,285222,1853.94,0,2025-05-08,2026-05-08,2026-05-08,Active,AGT193,Agent
POL0051394,CUST014617,Auto,100000,2000.0,1000,2024-03-29,2025-03-29,2025-03-29,Lapsed,AGT139,Walk-in
POL0051395,CUST013368,Health,50000,3200.0,5000,2023-11-19,2024-11-18,2024-11-18,Active,AGT131,Agent
POL0051396,CUST012512,Travel,50000,7500.0,0,2023-10-29,2024-10-28,2024-10-28,Lapsed,AGT058,Online
POL0051397,CUST000149,Life,301430,1507.15,0,2024-09-20,2025-09-20,2025-09-20,Active,AGT083,Agent
POL0051398,CUST001226,Business,81255,1056.32,2500,2023-07-18,2024-07-17,2024-07-17,Cancelled,AGT184,Online
POL0051399,CUST000070,Life,1124865,7311.62,0,2026-04-06,2027-04-06,2027-04-06,Active,AGT112,Agent
POL0051400,CUST010758,Auto,50000,1300.0,500,2023-12-13,2024-12-12,2024-12-12,Active,AGT007,Agent
POL0051401,CUST000506,Life,526150,3419.97,0,2024-02-24,2025-02-23,2025-02-23,Active,AGT104,Online
POL0051402,CUST014249,Auto,100000,2600.0,250,2025-03-09,2026-03-09,2026-03-09,Active,AGT147,Phone
POL0051403,CUST004685,Home,115453,1200.71,1000,2024-01-01,2024-12-31,2024-12-31,Active,AGT136,Phone
POL0051404,CUST002675,Life,633867,2535.47,0,2023-07-10,2024-07-09,2024-07-09,Active,AGT087,Agent
POL0051405,CUST002655,Health,250000,16000.0,500,2023-06-03,2024-06-02,2024-06-02,Active,AGT067,Online
POL0051406,CUST010870,Health,250000,16000.0,500,2022-05-09,2023-05-09,2023-05-09,Active,AGT042,Agent
POL0051407,CUST012500,Home,153829,1230.63,5000,2022-08-23,2023-08-23,2023-08-23,Active,AGT197,Online
POL0051408,CUST002386,Home,220798,1413.11,5000,2021-07-27,2022-07-27,2022-07-27,Active,AGT097,Agent
POL0051409,CUST007485,Home,164866,1714.61,5000,2025-05-19,2026-05-19,2026-05-19,Active,AGT117,Online
POL0051410,CUST002337,Life,262994,1709.46,0,2021-10-19,2022-10-19,2022-10-19,Lapsed,AGT149,Agent
POL0051411,CUST012887,Auto,50000,1300.0,1000,2024-01-06,2025-01-05,2025-01-05,Active,AGT015,Agent
POL0051412,CUST006077,Auto,100000,1600.0,500,2022-05-24,2023-05-24,2023-05-24,Active,AGT009,Agent
POL0051413,CUST005673,Life,686547,2746.19,0,2021-02-18,2022-02-18,2022-02-18,Active,AGT181,Online
POL0051414,CUST010410,Auto,50000,1300.0,2000,2022-05-27,2023-05-27,2023-05-27,Cancelled,AGT186,Online
POL0051415,CUST004394,Auto,250000,6500.0,250,2024-05-26,2025-05-26,2025-05-26,Lapsed,AGT052,Agent
POL0051416,CUST002010,Business,41772,334.18,10000,2023-08-25,2024-08-24,2024-08-24,Active,AGT054,Online
POL0051417,CUST008623,Auto,25000,500.0,1000,2022-01-30,2023-01-30,2023-01-30,Active,AGT071,Agent
POL0051418,CUST013613,Health,250000,16000.0,2500,2023-02-17,2024-02-17,2024-02-17,Active,AGT140,Agent
POL0051419,CUST004659,Auto,50000,800.0,500,2022-05-10,2023-05-10,2023-05-10,Active,AGT191,Online
POL0051420,CUST014114,Health,1000000,64000.0,1000,2021-07-14,2022-07-14,2022-07-14,Cancelled,AGT192,Phone
POL0051421,CUST011791,Business,37100,371.0,2500,2023-09-06,2024-09-05,2024-09-05,Active,AGT003,Agent
POL0051422,CUST000954,Auto,100000,2600.0,2000,2021-06-29,2022-06-29,2022-06-29,Lapsed,AGT163,Online
POL0051423,CUST006254,Home,163327,1045.29,500,2023-05-20,2024-05-19,2024-05-19,Active,AGT074,Online
POL0051424,CUST004191,Life,444148,2220.74,0,2022-12-14,2023-12-14,2023-12-14,Active,AGT155,Referral
POL0051425,CUST001226,Business,112854,1467.1,5000,2023-06-04,2024-06-03,2024-06-03,Active,AGT040,Online
POL0051426,CUST005699,Health,500000,32000.0,2500,2022-07-03,2023-07-03,2023-07-03,Active,AGT107,Online
POL0051427,CUST014544,Auto,100000,2000.0,2000,2023-01-02,2024-01-02,2024-01-02,Active,AGT133,Walk-in
POL0051428,CUST014347,Home,111861,715.91,5000,2023-09-17,2024-09-16,2024-09-16,Active,AGT035,Phone
POL0051429,CUST007859,Auto,25000,400.0,2000,2023-03-10,2024-03-09,2024-03-09,Active,AGT007,Referral
POL0051430,CUST003273,Life,171331,1113.65,0,2023-11-19,2024-11-18,2024-11-18,Active,AGT193,Online
POL0051431,CUST008626,Auto,50000,1300.0,2000,2022-11-18,2023-11-18,2023-11-18,Lapsed,AGT148,Agent
POL0051432,CUST012912,Home,227582,1456.52,1000,2020-08-11,2021-08-11,2021-08-11,Active,AGT075,Walk-in
POL0051433,CUST008078,Travel,25000,3750.0,250,2025-07-29,2026-07-29,2026-07-29,Active,AGT116,Online
POL0051434,CUST001508,Home,199160,1593.28,2500,2025-08-06,2026-08-06,2026-08-06,Active,AGT194,Online
POL0051435,CUST000475,Health,250000,16000.0,500,2021-09-06,2022-09-06,2022-09-06,Active,AGT113,Online
POL0051436,CUST000408,Home,65812,684.44,5000,2024-09-18,2025-09-18,2025-09-18,Active,AGT190,Agent
POL0051437,CUST002954,Travel,10000,1200.0,250,2025-01-26,2026-01-26,2026-01-26,Active,AGT045,Agent
POL0051438,CUST013519,Auto,50000,1000.0,1000,2026-01-30,2027-01-30,2027-01-30,Active,AGT124,Phone
POL0051439,CUST003332,Home,117079,1217.62,2500,2022-06-23,2023-06-23,2023-06-23,Active,AGT167,Online
POL0051440,CUST004113,Auto,100000,2600.0,250,2024-06-30,2025-06-30,2025-06-30,Active,AGT144,Phone
POL0051441,CUST006297,Auto,100000,1600.0,500,2021-05-21,2022-05-21,2022-05-21,Active,AGT193,Agent
POL0051442,CUST005981,Auto,25000,400.0,500,2022-04-02,2023-04-02,2023-04-02,Lapsed,AGT081,Agent
POL0051443,CUST003277,Travel,50000,9750.0,500,2024-03-06,2025-03-06,2025-03-06,Active,AGT135,Online
POL0051444,CUST005013,Auto,250000,5000.0,2000,2023-03-02,2024-03-01,2024-03-01,Active,AGT104,Online
POL0051445,CUST001298,Home,297158,1901.81,1000,2020-12-28,2021-12-28,2021-12-28,Active,AGT028,Phone
POL0051446,CUST006796,Life,279100,1116.4,0,2023-12-01,2024-11-30,2024-11-30,Active,AGT154,Online
POL0051447,CUST003883,Life,943524,3774.1,0,2022-11-06,2023-11-06,2023-11-06,Active,AGT091,Agent
POL0051448,CUST007731,Home,363740,3782.9,2500,2024-07-14,2025-07-14,2025-07-14,Active,AGT133,Referral
POL0051449,CUST002040,Auto,25000,400.0,500,2024-02-09,2025-02-08,2025-02-08,Active,AGT074,Agent
POL0051450,CUST008058,Auto,25000,400.0,250,2021-07-16,2022-07-16,2022-07-16,Cancelled,AGT195,Phone
POL0051451,CUST011672,Life,1056408,4225.63,0,2025-08-16,2026-08-16,2026-08-16,Active,AGT015,Phone
POL0051452,CUST006613,Auto,25000,400.0,2000,2024-08-26,2025-08-26,2025-08-26,Active,AGT064,Online
POL0051453,CUST008091,Auto,100000,1600.0,250,2022-06-30,2023-06-30,2023-06-30,Active,AGT199,Referral
POL0051454,CUST014419,Home,62190,398.02,2500,2026-03-26,2027-03-26,2027-03-26,Active,AGT014,Walk-in
POL0051455,CUST008241,Health,250000,16000.0,5000,2022-03-20,2023-03-20,2023-03-20,Active,AGT121,Walk-in
POL0051456,CUST005231,Life,511311,2556.55,0,2024-12-04,2025-12-04,2025-12-04,Active,AGT046,Phone
POL0051457,CUST014733,Health,250000,26000.0,2500,2023-10-09,2024-10-08,2024-10-08,Active,AGT144,Referral
POL0051458,CUST007300,Health,50000,4000.0,500,2023-11-02,2024-11-01,2024-11-01,Lapsed,AGT073,Online
POL0051459,CUST003281,Auto,250000,4000.0,250,2024-12-25,2025-12-25,2025-12-25,Active,AGT171,Online
POL0051460,CUST001524,Life,490135,1960.54,0,2024-05-11,2025-05-11,2025-05-11,Lapsed,AGT194,Online
POL0051461,CUST001391,Health,500000,32000.0,5000,2024-09-03,2025-09-03,2025-09-03,Active,AGT168,Phone
POL0051462,CUST001451,Life,412804,1651.22,0,2020-03-25,2021-03-25,2021-03-25,Active,AGT022,Agent
POL0051463,CUST000275,Auto,100000,1600.0,500,2023-10-31,2024-10-30,2024-10-30,Lapsed,AGT104,Online
POL0051464,CUST011831,Life,950369,3801.48,0,2022-10-28,2023-10-28,2023-10-28,Active,AGT001,Phone
POL0051465,CUST007455,Health,500000,32000.0,500,2023-12-29,2024-12-28,2024-12-28,Lapsed,AGT109,Online
POL0051466,CUST001330,Home,229462,1468.56,500,2021-12-11,2022-12-11,2022-12-11,Active,AGT043,Online
POL0051467,CUST009364,Health,100000,6400.0,5000,2025-12-05,2026-12-05,2026-12-05,Active,AGT019,Online
POL0051468,CUST013308,Business,71137,711.37,5000,2025-09-14,2026-09-14,2026-09-14,Active,AGT122,Phone
POL0051469,CUST003296,Auto,50000,800.0,2000,2024-08-15,2025-08-15,2025-08-15,Active,AGT082,Online
POL0051470,CUST013097,Home,169587,1356.7,1000,2024-01-25,2025-01-24,2025-01-24,Lapsed,AGT193,Online
POL0051471,CUST008529,Life,254553,1018.21,0,2021-02-06,2022-02-06,2022-02-06,Active,AGT026,Agent
POL0051472,CUST010615,Auto,250000,6500.0,2000,2024-08-07,2025-08-07,2025-08-07,Active,AGT143,Online
POL0051473,CUST005545,Health,100000,6400.0,5000,2021-10-30,2022-10-30,2022-10-30,Active,AGT098,Online
POL0051474,CUST005633,Home,90030,576.19,500,2024-10-23,2025-10-23,2025-10-23,Active,AGT129,Phone
POL0051475,CUST003265,Life,1082214,5411.07,0,2025-03-07,2026-03-07,2026-03-07,Active,AGT032,Agent
POL0051476,CUST000820,Home,309669,1981.88,500,2024-07-12,2025-07-12,2025-07-12,Active,AGT162,Online
POL0051477,CUST010174,Home,116984,1216.63,1000,2025-03-12,2026-03-12,2026-03-12,Active,AGT017,Agent
POL0051478,CUST010269,Home,165984,1062.3,2500,2021-07-01,2022-07-01,2022-07-01,Active,AGT089,Phone
POL0051479,CUST008303,Auto,100000,2000.0,500,2023-06-27,2024-06-26,2024-06-26,Active,AGT027,Online
POL0051480,CUST013155,Business,30508,244.06,5000,2024-10-09,2025-10-09,2025-10-09,Active,AGT144,Phone
POL0051481,CUST010299,Auto,50000,1000.0,2000,2025-04-30,2026-04-30,2026-04-30,Active,AGT003,Online
POL0051482,CUST010406,Auto,100000,1600.0,250,2022-07-17,2023-07-17,2023-07-17,Active,AGT091,Agent
POL0051483,CUST002392,Life,374848,2436.51,0,2024-03-21,2025-03-21,2025-03-21,Active,AGT160,Phone
POL0051484,CUST014547,Health,500000,52000.0,1000,2023-10-30,2024-10-29,2024-10-29,Active,AGT199,Referral
POL0051485,CUST000185,Life,748321,2993.28,0,2022-09-15,2023-09-15,2023-09-15,Cancelled,AGT008,Online
POL0051486,CUST012435,Auto,50000,800.0,500,2024-05-02,2025-05-02,2025-05-02,Lapsed,AGT052,Online
POL0051487,CUST003068,Business,40166,401.66,1000,2021-10-30,2022-10-30,2022-10-30,Active,AGT054,Phone
POL0051488,CUST007074,Travel,25000,3000.0,500,2021-01-07,2022-01-07,2022-01-07,Active,AGT110,Walk-in
POL0051489,CUST001198,Life,655313,2621.25,0,2025-11-22,2026-11-22,2026-11-22,Active,AGT094,Phone
POL0051490,CUST005425,Auto,50000,1300.0,1000,2023-08-01,2024-07-31,2024-07-31,Lapsed,AGT148,Phone
POL0051491,CUST014090,Health,500000,32000.0,2500,2023-06-23,2024-06-22,2024-06-22,Active,AGT003,Phone
POL0051492,CUST003597,Life,689451,2757.8,0,2023-01-07,2024-01-07,2024-01-07,Active,AGT182,Online
POL0051493,CUST001598,Business,64708,841.2,10000,2023-04-04,2024-04-03,2024-04-03,Lapsed,AGT163,Online
POL0051494,CUST010725,Business,143998,1151.98,10000,2023-09-15,2024-09-14,2024-09-14,Active,AGT182,Agent
POL0051495,CUST001883,Business,64374,643.74,10000,2021-04-08,2022-04-08,2022-04-08,Active,AGT078,Agent
POL0051496,CUST006106,Auto,25000,400.0,1000,2020-09-24,2021-09-24,2021-09-24,Active,AGT103,Phone
POL0051497,CUST007564,Health,100000,10400.0,1000,2021-02-24,2022-02-24,2022-02-24,Lapsed,AGT152,Online
POL0051498,CUST008510,Auto,500000,8000.0,1000,2020-08-17,2021-08-17,2021-08-17,Active,AGT124,Agent
POL0051499,CUST002753,Health,250000,20000.0,2500,2023-09-02,2024-09-01,2024-09-01,Active,AGT005,Agent
POL0051500,CUST006540,Auto,100000,1600.0,2000,2023-01-16,2024-01-16,2024-01-16,Active,AGT079,Walk-in
POL0051501,CUST010072,Business,136763,1367.63,2500,2025-11-11,2026-11-11,2026-11-11,Active,AGT067,Phone
POL0051502,CUST004184,Home,95612,611.92,2500,2025-07-24,2026-07-24,2026-07-24,Active,AGT116,Agent
POL0051503,CUST000132,Auto,250000,5000.0,250,2025-08-23,2026-08-23,2026-08-23,Active,AGT139,Walk-in
POL0051504,CUST007930,Home,122973,787.03,2500,2020-12-06,2021-12-06,2021-12-06,Active,AGT030,Agent
POL0051505,CUST009276,Health,250000,20000.0,5000,2021-07-07,2022-07-07,2022-07-07,Active,AGT169,Agent
POL0051506,CUST006047,Life,723212,4700.88,0,2022-10-15,2023-10-15,2023-10-15,Active,AGT118,Agent
POL0051507,CUST006361,Life,141542,566.17,0,2024-05-03,2025-05-03,2025-05-03,Active,AGT081,Phone
POL0051508,CUST009831,Life,355358,2309.83,0,2023-07-25,2024-07-24,2024-07-24,Lapsed,AGT181,Online
POL0051509,CUST003940,Life,731225,4752.96,0,2024-09-06,2025-09-06,2025-09-06,Active,AGT160,Online
POL0051510,CUST008182,Auto,100000,2000.0,500,2022-05-19,2023-05-19,2023-05-19,Active,AGT038,Phone
POL0051511,CUST009924,Health,250000,16000.0,500,2022-06-30,2023-06-30,2023-06-30,Active,AGT002,Online
POL0051512,CUST008571,Life,180310,1172.02,0,2021-01-22,2022-01-22,2022-01-22,Active,AGT075,Walk-in
POL0051513,CUST009574,Health,100000,8000.0,2500,2025-05-19,2026-05-19,2026-05-19,Active,AGT174,Online
POL0051514,CUST012821,Travel,25000,3750.0,0,2025-03-05,2026-03-05,2026-03-05,Active,AGT148,Referral
POL0051515,CUST004658,Health,100000,8000.0,500,2022-05-20,2023-05-20,2023-05-20,Active,AGT113,Online
POL0051516,CUST014470,Auto,100000,1600.0,500,2024-10-21,2025-10-21,2025-10-21,Active,AGT198,Online
POL0051517,CUST000825,Life,537438,2149.75,0,2025-01-11,2026-01-11,2026-01-11,Active,AGT146,Agent
POL0051518,CUST006298,Health,250000,16000.0,5000,2022-05-25,2023-05-25,2023-05-25,Active,AGT170,Phone
POL0051519,CUST014028,Auto,500000,10000.0,1000,2024-07-10,2025-07-10,2025-07-10,Active,AGT158,Walk-in
POL0051520,CUST001740,Business,63590,508.72,5000,2021-10-20,2022-10-20,2022-10-20,Active,AGT023,Agent
POL0051521,CUST001758,Life,307743,1538.72,0,2020-07-07,2021-07-07,2021-07-07,Lapsed,AGT090,Referral
POL0051522,CUST009774,Auto,100000,2600.0,1000,2023-02-02,2024-02-02,2024-02-02,Lapsed,AGT088,Agent
POL0051523,CUST003759,Auto,250000,6500.0,250,2021-02-07,2022-02-07,2022-02-07,Active,AGT081,Phone
POL0051524,CUST011454,Auto,100000,1600.0,2000,2025-11-01,2026-11-01,2026-11-01,Active,AGT171,Agent
POL0051525,CUST007521,Home,54135,346.46,2500,2022-09-24,2023-09-24,2023-09-24,Active,AGT067,Online
POL0051526,CUST014219,Life,623228,2492.91,0,2026-06-12,2027-06-12,2027-06-12,Active,AGT002,Agent
POL0051527,CUST004624,Health,500000,52000.0,5000,2023-01-15,2024-01-15,2024-01-15,Active,AGT114,Agent
POL0051528,CUST013589,Home,141870,907.97,5000,2023-12-08,2024-12-07,2024-12-07,Active,AGT140,Phone
POL0051529,CUST010275,Auto,250000,4000.0,2000,2023-05-21,2024-05-20,2024-05-20,Active,AGT152,Online
POL0051530,CUST001751,Auto,50000,800.0,500,2021-08-29,2022-08-29,2022-08-29,Lapsed,AGT182,Phone
POL0051531,CUST003541,Life,262074,1703.48,0,2024-07-31,2025-07-31,2025-07-31,Active,AGT034,Phone
POL0051532,CUST005810,Auto,500000,13000.0,500,2020-10-31,2021-10-31,2021-10-31,Active,AGT050,Agent
POL0051533,CUST013095,Travel,25000,3000.0,500,2021-05-28,2022-05-28,2022-05-28,Active,AGT171,Referral
POL0051534,CUST000870,Travel,50000,9750.0,250,2025-08-24,2026-08-24,2026-08-24,Active,AGT099,Online
POL0051535,CUST010483,Travel,25000,3000.0,250,2022-11-30,2023-11-30,2023-11-30,Active,AGT113,Online
POL0051536,CUST009182,Home,55774,356.95,2500,2025-07-27,2026-07-27,2026-07-27,Active,AGT176,Agent
POL0051537,CUST003005,Life,468588,1874.35,0,2022-01-19,2023-01-19,2023-01-19,Lapsed,AGT170,Online
POL0051538,CUST005297,Business,128605,1286.05,5000,2023-04-28,2024-04-27,2024-04-27,Lapsed,AGT079,Phone
POL0051539,CUST001636,Home,113627,909.02,1000,2021-08-13,2022-08-13,2022-08-13,Active,AGT128,Phone
POL0051540,CUST009746,Life,143729,934.24,0,2026-02-11,2027-02-11,2027-02-11,Active,AGT045,Online
POL0051541,CUST014084,Health,250000,20000.0,1000,2020-10-16,2021-10-16,2021-10-16,Lapsed,AGT077,Online
POL0051542,CUST009251,Business,158684,1269.47,5000,2026-02-22,2027-02-22,2027-02-22,Active,AGT165,Agent
POL0051543,CUST008014,Life,295763,1478.82,0,2025-08-19,2026-08-19,2026-08-19,Active,AGT013,Online
POL0051544,CUST004518,Auto,100000,2000.0,250,2025-07-13,2026-07-13,2026-07-13,Active,AGT149,Agent
POL0051545,CUST006530,Auto,50000,800.0,250,2020-04-18,2021-04-18,2021-04-18,Lapsed,AGT096,Agent
POL0051546,CUST002076,Health,100000,6400.0,500,2024-04-02,2025-04-02,2025-04-02,Active,AGT182,Referral
POL0051547,CUST007583,Life,209737,838.95,0,2021-06-03,2022-06-03,2022-06-03,Active,AGT036,Agent
POL0051548,CUST013845,Auto,50000,800.0,500,2021-05-04,2022-05-04,2022-05-04,Cancelled,AGT015,Referral
POL0051549,CUST005884,Auto,100000,1600.0,250,2023-12-29,2024-12-28,2024-12-28,Active,AGT161,Online
POL0051550,CUST014972,Auto,100000,2000.0,1000,2023-05-05,2024-05-04,2024-05-04,Active,AGT010,Online
POL0051551,CUST007427,Life,233407,1517.15,0,2023-09-02,2024-09-01,2024-09-01,Active,AGT139,Walk-in
POL0051552,CUST002022,Life,436669,1746.68,0,2020-12-06,2021-12-06,2021-12-06,Active,AGT141,Agent
POL0051553,CUST006321,Auto,50000,800.0,500,2023-08-02,2024-08-01,2024-08-01,Active,AGT002,Phone
POL0051554,CUST012070,Auto,250000,4000.0,2000,2022-01-03,2023-01-03,2023-01-03,Active,AGT040,Phone
POL0051555,CUST009541,Business,187031,1870.31,10000,2020-07-29,2021-07-29,2021-07-29,Active,AGT044,Phone
POL0051556,CUST001385,Auto,250000,5000.0,250,2021-09-02,2022-09-02,2022-09-02,Lapsed,AGT010,Agent
POL0051557,CUST014688,Health,250000,26000.0,500,2022-12-19,2023-12-19,2023-12-19,Lapsed,AGT111,Phone
POL0051558,CUST008927,Health,500000,32000.0,5000,2025-08-04,2026-08-04,2026-08-04,Active,AGT183,Phone
POL0051559,CUST012604,Business,45405,454.05,1000,2022-04-15,2023-04-15,2023-04-15,Active,AGT112,Phone
POL0051560,CUST004158,Home,650128,4160.82,2500,2025-11-15,2026-11-15,2026-11-15,Active,AGT170,Agent
POL0051561,CUST000157,Life,855084,3420.34,0,2021-12-13,2022-12-13,2022-12-13,Active,AGT003,Agent
POL0051562,CUST005676,Home,84353,539.86,1000,2024-07-13,2025-07-13,2025-07-13,Active,AGT038,Online
POL0051563,CUST012191,Home,108994,1133.54,5000,2021-08-13,2022-08-13,2022-08-13,Active,AGT108,Agent
POL0051564,CUST000104,Home,247723,1585.43,1000,2025-11-09,2026-11-09,2026-11-09,Active,AGT126,Online
POL0051565,CUST014058,Life,677166,2708.66,0,2023-07-28,2024-07-27,2024-07-27,Active,AGT105,Phone
POL0051566,CUST008737,Home,159812,1662.04,5000,2021-04-21,2022-04-21,2022-04-21,Active,AGT101,Phone
POL0051567,CUST004814,Home,298201,3101.29,500,2020-05-12,2021-05-12,2021-05-12,Active,AGT080,Phone
POL0051568,CUST004520,Home,152631,1587.36,1000,2024-02-01,2025-01-31,2025-01-31,Lapsed,AGT089,Online
POL0051569,CUST011325,Auto,50000,1000.0,500,2025-06-15,2026-06-15,2026-06-15,Active,AGT195,Agent
POL0051570,CUST012224,Auto,100000,1600.0,250,2024-02-05,2025-02-04,2025-02-04,Active,AGT117,Online
POL0051571,CUST007197,Home,95839,996.73,500,2023-11-22,2024-11-21,2024-11-21,Active,AGT096,Online
POL0051572,CUST009757,Auto,100000,2000.0,1000,2023-04-19,2024-04-18,2024-04-18,Active,AGT014,Online
POL0051573,CUST013095,Home,82087,525.36,500,2021-08-30,2022-08-30,2022-08-30,Active,AGT087,Online
POL0051574,CUST003863,Auto,50000,800.0,500,2023-08-23,2024-08-22,2024-08-22,Active,AGT197,Online
POL0051575,CUST003664,Home,115183,1197.9,5000,2021-09-26,2022-09-26,2022-09-26,Active,AGT014,Agent
POL0051576,CUST013423,Life,365957,1829.79,0,2023-04-04,2024-04-03,2024-04-03,Active,AGT189,Phone
POL0051577,CUST003036,Health,500000,32000.0,1000,2022-08-24,2023-08-24,2023-08-24,Active,AGT140,Agent
POL0051578,CUST003772,Home,225308,1441.97,500,2021-10-10,2022-10-10,2022-10-10,Lapsed,AGT017,Phone
POL0051579,CUST011333,Home,109017,697.71,2500,2024-09-07,2025-09-07,2025-09-07,Active,AGT059,Phone
POL0051580,CUST005638,Life,187410,937.05,0,2024-09-23,2025-09-23,2025-09-23,Active,AGT167,Referral
POL0051581,CUST012196,Business,50773,507.73,5000,2023-09-10,2024-09-09,2024-09-09,Active,AGT103,Referral
POL0051582,CUST001670,Home,156409,1001.02,2500,2024-06-20,2025-06-20,2025-06-20,Active,AGT108,Online
POL0051583,CUST012584,Home,106953,855.62,500,2022-09-06,2023-09-06,2023-09-06,Active,AGT186,Online
POL0051584,CUST005522,Health,500000,40000.0,1000,2020-09-15,2021-09-15,2021-09-15,Active,AGT023,Referral
POL0051585,CUST004032,Home,104054,1082.16,1000,2022-08-02,2023-08-02,2023-08-02,Active,AGT180,Phone
POL0051586,CUST002825,Home,80679,516.35,2500,2022-11-11,2023-11-11,2023-11-11,Active,AGT046,Online
POL0051587,CUST009791,Auto,100000,2000.0,2000,2025-03-18,2026-03-18,2026-03-18,Active,AGT115,Agent
POL0051588,CUST014510,Life,310176,1240.7,0,2021-05-22,2022-05-22,2022-05-22,Active,AGT155,Phone
POL0051589,CUST001597,Home,168741,1754.91,1000,2026-05-11,2027-05-11,2027-05-11,Active,AGT200,Online
POL0051590,CUST003866,Auto,500000,10000.0,250,2021-01-03,2022-01-03,2022-01-03,Active,AGT038,Phone
POL0051591,CUST005339,Auto,250000,5000.0,2000,2022-05-10,2023-05-10,2023-05-10,Active,AGT069,Phone
POL0051592,CUST010594,Home,104983,671.89,5000,2022-06-12,2023-06-12,2023-06-12,Active,AGT185,Online
POL0051593,CUST002801,Health,100000,6400.0,500,2021-02-04,2022-02-04,2022-02-04,Active,AGT024,Referral
POL0051594,CUST011138,Life,406179,1624.72,0,2022-11-13,2023-11-13,2023-11-13,Active,AGT013,Online
POL0051595,CUST013287,Home,111789,894.31,2500,2022-02-10,2023-02-10,2023-02-10,Active,AGT005,Online
POL0051596,CUST002956,Life,538372,2153.49,0,2022-07-20,2023-07-20,2023-07-20,Active,AGT172,Agent
POL0051597,CUST003376,Auto,50000,800.0,2000,2021-03-02,2022-03-02,2022-03-02,Active,AGT083,Phone
POL0051598,CUST009207,Auto,50000,1300.0,1000,2022-07-30,2023-07-30,2023-07-30,Active,AGT110,Online
POL0051599,CUST005761,Auto,100000,1600.0,2000,2021-09-18,2022-09-18,2022-09-18,Active,AGT189,Online
POL0051600,CUST009061,Life,771855,3087.42,0,2020-08-30,2021-08-30,2021-08-30,Active,AGT078,Agent
