interaction_id,customer_id,interaction_type,interaction_date,channel,duration_minutes,resolution_status,satisfaction_score
INT_022728,CUST_008337,Return Request,2025-01-20,Phone,18,Resolved,4
INT_022729,CUST_006352,Support Call,2023-11-22,In-Store,49,Resolved,3
INT_022730,CUST_003977,Email Inquiry,2024-09-07,Chat,14,Resolved,10
INT_022731,CUST_006309,Return Request,2025-05-09,Phone,20,Resolved,8
INT_022732,CUST_008630,Product Question,2025-02-01,Phone,21,Resolved,6
INT_022733,CUST_007324,Complaint,2024-04-02,Email,51,Resolved,7
INT_022734,CUST_008514,Complaint,2025-04-13,Chat,39,Pending,3
INT_022735,CUST_008664,Complaint,2024-10-10,Phone,23,Resolved,2
INT_022736,CUST_007719,Support Call,2025-05-20,Phone,41,Resolved,2
INT_022737,CUST_003421,Product Question,2025-01-27,Chat,21,Resolved,4
INT_022738,CUST_003310,Return Request,2023-08-13,Chat,19,Escalated,3
INT_022739,CUST_009310,Return Request,2025-01-02,Email,26,Resolved,4
INT_022740,CUST_008648,Chat Session,2024-11-14,Email,12,Resolved,6
INT_022741,CUST_004028,Return Request,2023-08-23,Phone,23,Resolved,6
INT_022742,CUST_004861,Support Call,2025-01-21,Email,17,Resolved,2
INT_022743,CUST_000694,Feedback,2024-07-02,Chat,10,Escalated,3
INT_022744,CUST_005807,Chat Session,2025-06-13,Phone,17,Escalated,4
INT_022745,CUST_008461,Support Call,2025-04-21,Chat,32,Escalated,5
INT_022746,CUST_001698,Product Question,2023-11-11,Phone,19,Resolved,5
INT_022747,CUST_006175,Return Request,2024-12-24,Chat,26,Resolved,5
INT_022748,CUST_008652,Email Inquiry,2024-05-24,Email,5,Resolved,5
INT_022749,CUST_002999,Return Request,2024-01-03,Phone,25,Resolved,3
INT_022750,CUST_006397,Return Request,2023-11-15,In-Store,21,Resolved,9
INT_022751,CUST_000537,Product Question,2024-12-16,Email,20,Resolved,3
INT_022752,CUST_008742,Product Question,2024-02-12,Chat,10,Escalated,3
INT_022753,CUST_006326,Complaint,2025-04-03,Email,23,Resolved,6
INT_022754,CUST_009132,Product Question,2024-04-18,In-Store,16,Resolved,9
INT_022755,CUST_002408,Support Call,2023-09-05,Email,23,Resolved,4
INT_022756,CUST_000945,Feedback,2025-03-17,In-Store,14,Resolved,7
INT_022757,CUST_007781,Return Request,2023-11-09,Social Media,15,Escalated,5
INT_022758,CUST_002383,Feedback,2025-01-19,Social Media,13,Escalated,8
INT_022759,CUST_007071,Feedback,2024-08-04,In-Store,8,Escalated,6
INT_022760,CUST_002238,Chat Session,2024-08-26,Phone,18,Resolved,5
INT_022761,CUST_005582,Complaint,2024-11-30,Phone,29,Resolved,7
INT_022762,CUST_008953,Billing Issue,2025-04-17,In-Store,32,Resolved,2
INT_022763,CUST_000346,Billing Issue,2024-11-19,Email,48,Pending,6
INT_022764,CUST_009151,Feedback,2023-07-02,Phone,11,Resolved,6
INT_022765,CUST_002661,Product Question,2023-11-10,In-Store,10,Resolved,5
INT_022766,CUST_002385,Email Inquiry,2025-05-26,Phone,7,Resolved,10
INT_022767,CUST_000657,Product Question,2024-10-06,In-Store,29,Resolved,7
INT_022768,CUST_007565,Email Inquiry,2024-05-25,Phone,20,Resolved,10
INT_022769,CUST_009065,Chat Session,2024-09-07,Phone,9,Resolved,8
INT_022770,CUST_001348,Email Inquiry,2024-02-25,In-Store,20,Resolved,7
INT_022771,CUST_007382,Chat Session,2025-03-27,Chat,10,Pending,9
INT_022772,CUST_001868,Billing Issue,2024-09-09,Email,48,Resolved,2
INT_022773,CUST_005790,Complaint,2025-04-17,Email,55,Resolved,7
INT_022774,CUST_006228,Product Question,2023-09-09,Chat,14,Resolved,5
INT_022775,CUST_003529,Support Call,2024-06-22,Phone,19,Pending,1
INT_022776,CUST_002723,Feedback,2025-02-12,Chat,14,Resolved,9
INT_022777,CUST_005064,Return Request,2025-02-26,Phone,12,Resolved,6
INT_022778,CUST_005388,Email Inquiry,2023-10-26,Chat,22,Resolved,8
INT_022779,CUST_003045,Return Request,2025-05-04,Email,19,Escalated,2
INT_022780,CUST_002219,Billing Issue,2025-02-20,Chat,20,Resolved,4
INT_022781,CUST_008179,Chat Session,2025-02-20,Chat,17,Pending,8
INT_022782,CUST_009641,Email Inquiry,2025-03-17,Email,21,Resolved,6
INT_022783,CUST_002699,Complaint,2024-01-14,Email,34,Closed,1
INT_022784,CUST_008644,Product Question,2025-06-29,Phone,22,Pending,5
INT_022785,CUST_007707,Billing Issue,2025-03-31,In-Store,52,Pending,7
INT_022786,CUST_005183,Chat Session,2025-05-12,Email,24,Resolved,7
INT_022787,CUST_008519,Product Question,2024-06-13,Chat,20,Resolved,7
INT_022788,CUST_008567,Email Inquiry,2023-10-06,Email,11,Resolved,5
INT_022789,CUST_006700,Product Question,2024-12-04,In-Store,20,Resolved,3
INT_022790,CUST_003103,Product Question,2024-04-19,Email,24,Pending,8
INT_022791,CUST_009466,Support Call,2025-02-04,Chat,39,Resolved,6
INT_022792,CUST_003458,Complaint,2025-01-30,Phone,25,Resolved,6
INT_022793,CUST_002437,Feedback,2025-06-27,Phone,19,Resolved,5
INT_022794,CUST_007167,Product Question,2025-02-12,Phone,20,Resolved,9
INT_022795,CUST_005327,Complaint,2025-04-22,In-Store,15,Escalated,1
INT_022796,CUST_008327,Feedback,2024-02-05,Chat,19,Closed,9
INT_022797,CUST_004053,Chat Session,2023-08-26,Email,16,Resolved,8
INT_022798,CUST_006379,Return Request,2024-03-25,Chat,16,Resolved,4
INT_022799,CUST_009260,Billing Issue,2025-06-28,Chat,27,Pending,2
INT_022800,CUST_007349,Complaint,2024-11-01,Phone,48,Resolved,8
INT_022801,CUST_002837,Return Request,2024-08-31,In-Store,11,Resolved,6
INT_022802,CUST_000359,Return Request,2023-11-03,Social Media,15,Closed,8
INT_022803,CUST_009140,Support Call,2024-05-07,In-Store,47,Resolved,3
INT_022804,CUST_003691,Email Inquiry,2024-08-11,Chat,15,Resolved,5
INT_022805,CUST_008787,Support Call,2024-06-08,Chat,55,Resolved,6
INT_022806,CUST_008956,Product Question,2025-05-29,Chat,18,Pending,7
INT_022807,CUST_003111,Feedback,2025-04-30,Phone,16,Resolved,6
INT_022808,CUST_000432,Email Inquiry,2023-07-08,Phone,24,Resolved,8
INT_022809,CUST_009807,Billing Issue,2023-11-29,In-Store,21,Resolved,7
INT_022810,CUST_004631,Product Question,2025-05-02,Email,12,Pending,8
INT_022811,CUST_003617,Email Inquiry,2024-05-22,Social Media,11,Resolved,9
INT_022812,CUST_009159,Billing Issue,2025-05-07,Phone,54,Resolved,7
INT_022813,CUST_005277,Complaint,2024-10-25,Chat,39,Resolved,8
INT_022814,CUST_007696,Return Request,2024-10-09,Phone,19,Closed,3
INT_022815,CUST_001269,Complaint,2024-08-22,Email,59,Resolved,7
INT_022816,CUST_009521,Billing Issue,2025-02-21,Email,39,Pending,6
INT_022817,CUST_001628,Chat Session,2025-05-12,Phone,21,Escalated,6
INT_022818,CUST_001659,Product Question,2024-11-16,Phone,11,Resolved,7
INT_022819,CUST_005927,Return Request,2025-06-03,Email,29,Resolved,6
INT_022820,CUST_005255,Complaint,2025-03-24,Email,55,Resolved,6
INT_022821,CUST_000651,Billing Issue,2024-11-10,Phone,24,Resolved,7
INT_022822,CUST_005432,Return Request,2024-03-27,Phone,24,Resolved,3
INT_022823,CUST_005098,Product Question,2024-06-24,Phone,25,Resolved,3
INT_022824,CUST_003273,Feedback,2025-02-01,Email,22,Resolved,6
INT_022825,CUST_001738,Product Question,2024-07-19,Email,18,Resolved,5
INT_022826,CUST_003222,Chat Session,2024-05-06,Email,20,Resolved,9
INT_022827,CUST_007727,Chat Session,2023-08-28,In-Store,24,Resolved,6
INT_022828,CUST_001000,Complaint,2024-05-06,In-Store,53,Resolved,6
INT_022829,CUST_008703,Support Call,2024-01-29,Phone,35,Closed,1
INT_022830,CUST_006921,Return Request,2025-01-10,In-Store,29,Resolved,7
INT_022831,CUST_001653,Chat Session,2025-04-27,In-Store,17,Resolved,9
INT_022832,CUST_001667,Chat Session,2025-05-15,Chat,19,Pending,5
INT_022833,CUST_003739,Product Question,2025-04-27,Email,22,Resolved,8
INT_022834,CUST_001206,Return Request,2024-03-23,Social Media,11,Pending,7
INT_022835,CUST_001277,Support Call,2024-09-21,Chat,52,Closed,7
INT_022836,CUST_004932,Feedback,2024-11-21,Phone,24,Resolved,5
INT_022837,CUST_002472,Support Call,2025-05-21,Email,33,Resolved,2
INT_022838,CUST_004933,Chat Session,2024-04-22,In-Store,14,Escalated,6
INT_022839,CUST_008072,Complaint,2024-12-15,Chat,35,Resolved,7
INT_022840,CUST_006222,Email Inquiry,2025-05-30,Phone,9,Pending,9
INT_022841,CUST_006155,Support Call,2025-04-22,Chat,45,Pending,1
INT_022842,CUST_000148,Feedback,2023-08-23,Social Media,7,Pending,6
INT_022843,CUST_006073,Feedback,2025-06-07,Phone,5,Pending,6
INT_022844,CUST_000066,Billing Issue,2025-03-24,Phone,40,Resolved,1
INT_022845,CUST_004208,Complaint,2025-02-06,Email,38,Resolved,7
INT_022846,CUST_009567,Product Question,2024-11-02,Email,16,Escalated,7
INT_022847,CUST_006060,Return Request,2025-02-24,Email,10,Escalated,7
INT_022848,CUST_009097,Billing Issue,2024-07-08,Phone,54,Closed,1
INT_022849,CUST_004566,Return Request,2024-09-01,Phone,15,Closed,4
INT_022850,CUST_006143,Support Call,2024-05-18,In-Store,31,Resolved,7
INT_022851,CUST_000689,Email Inquiry,2024-02-29,In-Store,12,Resolved,9
INT_022852,CUST_003689,Support Call,2025-04-02,Phone,26,Pending,3
INT_022853,CUST_008609,Chat Session,2024-04-27,In-Store,14,Closed,6
INT_022854,CUST_004220,Billing Issue,2025-04-01,Email,29,Pending,5
INT_022855,CUST_002812,Return Request,2024-05-19,Phone,25,Escalated,5
INT_022856,CUST_006048,Product Question,2024-04-27,Email,10,Resolved,7
INT_022857,CUST_006074,Support Call,2025-06-01,Chat,21,Resolved,2
INT_022858,CUST_000830,Complaint,2023-11-22,Email,35,Resolved,6
INT_022859,CUST_003026,Email Inquiry,2023-07-18,In-Store,22,Resolved,6
INT_022860,CUST_002124,Feedback,2024-03-16,Chat,15,Resolved,7
INT_022861,CUST_001997,Billing Issue,2025-01-16,Email,38,Pending,6
INT_022862,CUST_007090,Complaint,2025-06-20,Chat,49,Resolved,6
INT_022863,CUST_003823,Email Inquiry,2024-01-12,Chat,23,Resolved,5
INT_022864,CUST_001731,Return Request,2025-02-05,Phone,12,Closed,8
INT_022865,CUST_002452,Return Request,2025-06-11,Phone,28,Resolved,4
INT_022866,CUST_005648,Complaint,2024-02-17,Chat,19,Closed,3
INT_022867,CUST_008227,Billing Issue,2024-05-31,Email,55,Resolved,6
INT_022868,CUST_002455,Billing Issue,2024-07-15,Email,44,Resolved,7
INT_022869,CUST_000761,Chat Session,2024-05-06,In-Store,5,Resolved,10
INT_022870,CUST_006663,Email Inquiry,2024-11-13,Phone,5,Resolved,8
INT_022871,CUST_009982,Email Inquiry,2024-04-13,Chat,7,Closed,8
INT_022872,CUST_002403,Complaint,2025-03-25,Chat,32,Resolved,6
INT_022873,CUST_000319,Support Call,2025-02-23,Email,35,Resolved,4
INT_022874,CUST_008813,Return Request,2025-02-25,Chat,28,Resolved,7
INT_022875,CUST_002383,Complaint,2024-01-21,In-Store,36,Resolved,1
INT_022876,CUST_002580,Billing Issue,2025-06-23,Chat,58,Resolved,3
INT_022877,CUST_007418,Product Question,2023-10-24,Email,28,Resolved,9
INT_022878,CUST_002076,Feedback,2023-11-22,Email,9,Resolved,8
INT_022879,CUST_009566,Email Inquiry,2024-05-23,Phone,9,Pending,6
INT_022880,CUST_005815,Return Request,2025-03-10,Chat,29,Resolved,8
INT_022881,CUST_008967,Email Inquiry,2024-12-07,Phone,6,Escalated,8
INT_022882,CUST_000432,Return Request,2024-01-18,Email,17,Pending,3
INT_022883,CUST_009740,Chat Session,2025-01-22,Phone,18,Resolved,8
INT_022884,CUST_002320,Support Call,2025-06-06,Email,33,Pending,7
INT_022885,CUST_002493,Product Question,2023-09-25,Email,27,Resolved,5
INT_022886,CUST_002567,Chat Session,2024-05-06,Email,20,Closed,8
INT_022887,CUST_005275,Email Inquiry,2023-12-21,Email,19,Closed,5
INT_022888,CUST_002055,Email Inquiry,2025-06-19,Email,9,Closed,7
INT_022889,CUST_002712,Email Inquiry,2024-11-15,Email,19,Resolved,10
INT_022890,CUST_007403,Billing Issue,2024-03-18,Email,28,Resolved,6
INT_022891,CUST_008227,Support Call,2024-04-03,Email,26,Resolved,3
INT_022892,CUST_007808,Complaint,2023-08-15,Email,39,Pending,6
INT_022893,CUST_000049,Product Question,2025-05-09,Chat,26,Resolved,5
INT_022894,CUST_006220,Support Call,2024-10-29,Email,31,Resolved,1
INT_022895,CUST_009246,Complaint,2024-08-15,Phone,41,Resolved,4
INT_022896,CUST_002473,Billing Issue,2023-11-27,Email,25,Resolved,8
INT_022897,CUST_008307,Feedback,2023-11-02,Phone,13,Escalated,3
INT_022898,CUST_006399,Billing Issue,2023-12-27,Phone,52,Resolved,4
INT_022899,CUST_004210,Return Request,2024-12-16,Email,10,Resolved,6
INT_022900,CUST_007585,Support Call,2024-12-01,Email,18,Resolved,5
INT_022901,CUST_003382,Return Request,2024-10-16,Phone,24,Resolved,8
INT_022902,CUST_003488,Chat Session,2025-05-12,Email,20,Resolved,7
INT_022903,CUST_006350,Email Inquiry,2024-11-19,In-Store,12,Resolved,9
INT_022904,CUST_002763,Support Call,2025-04-22,Chat,33,Resolved,5
INT_022905,CUST_009301,Product Question,2025-05-30,In-Store,10,Resolved,5
INT_022906,CUST_005372,Feedback,2025-02-21,In-Store,9,Pending,8
INT_022907,CUST_008730,Product Question,2023-09-20,Phone,11,Pending,3
INT_022908,CUST_008669,Support Call,2024-01-04,Email,39,Resolved,2
INT_022909,CUST_002528,Product Question,2023-09-15,In-Store,13,Escalated,5
INT_022910,CUST_007670,Billing Issue,2025-01-16,Phone,19,Resolved,3
INT_022911,CUST_003675,Feedback,2024-05-12,Social Media,15,Resolved,8
INT_022912,CUST_009920,Support Call,2023-11-01,Phone,23,Pending,3
INT_022913,CUST_003132,Support Call,2024-08-04,Email,27,Pending,2
INT_022914,CUST_006770,Feedback,2025-06-28,Phone,13,Pending,6
INT_022915,CUST_003033,Return Request,2024-06-21,Email,20,Resolved,5
INT_022916,CUST_002291,Email Inquiry,2025-06-15,In-Store,18,Resolved,8
INT_022917,CUST_002928,Return Request,2025-04-23,Email,16,Resolved,6
INT_022918,CUST_007574,Chat Session,2025-01-20,Chat,5,Resolved,10
INT_022919,CUST_002376,Return Request,2023-12-06,Phone,24,Resolved,8
INT_022920,CUST_006281,Billing Issue,2024-02-08,Email,17,Resolved,8
INT_022921,CUST_006229,Email Inquiry,2025-06-26,Chat,16,Closed,8
INT_022922,CUST_010000,Support Call,2025-01-23,In-Store,25,Closed,3
INT_022923,CUST_006594,Email Inquiry,2025-04-22,Phone,19,Resolved,9
INT_022924,CUST_008227,Email Inquiry,2025-05-27,Email,15,Pending,8
INT_022925,CUST_007722,Support Call,2025-04-09,Chat,26,Pending,7
INT_022926,CUST_006275,Feedback,2023-08-18,Email,24,Resolved,10
INT_022927,CUST_003976,Return Request,2025-01-06,Email,26,Resolved,7
INT_022928,CUST_003996,Support Call,2024-11-03,Phone,17,Resolved,3
INT_022929,CUST_001685,Return Request,2023-08-19,Email,14,Resolved,5
INT_022930,CUST_008047,Complaint,2023-12-21,Phone,58,Pending,3
INT_022931,CUST_006458,Return Request,2024-09-09,Email,19,Resolved,6
INT_022932,CUST_006056,Feedback,2024-01-21,Phone,10,Resolved,9
INT_022933,CUST_001209,Return Request,2025-01-05,Phone,15,Escalated,2
INT_022934,CUST_009943,Complaint,2023-07-26,Chat,42,Pending,2
INT_022935,CUST_002595,Chat Session,2025-01-30,Phone,14,Resolved,10
INT_022936,CUST_003468,Chat Session,2025-03-16,Chat,17,Resolved,9
INT_022937,CUST_008292,Product Question,2025-02-10,Chat,19,Resolved,4
INT_022938,CUST_008651,Return Request,2025-02-27,Phone,28,Resolved,7
INT_022939,CUST_004564,Return Request,2025-05-26,Email,23,Pending,3
INT_022940,CUST_000779,Support Call,2024-08-08,Email,45,Resolved,2
INT_022941,CUST_006407,Return Request,2024-05-08,Chat,21,Resolved,8
INT_022942,CUST_003717,Chat Session,2023-12-25,Chat,15,Resolved,9
INT_022943,CUST_003114,Product Question,2024-03-30,Phone,16,Resolved,4
INT_022944,CUST_008879,Product Question,2023-12-27,Email,28,Resolved,3
INT_022945,CUST_005350,Email Inquiry,2023-12-23,Phone,22,Resolved,7
INT_022946,CUST_000212,Complaint,2024-12-16,Phone,24,Closed,3
INT_022947,CUST_003150,Email Inquiry,2024-10-20,In-Store,15,Resolved,9
INT_022948,CUST_000094,Complaint,2024-05-22,Email,59,Resolved,4
INT_022949,CUST_008687,Product Question,2024-07-22,Phone,18,Resolved,9
INT_022950,CUST_008877,Email Inquiry,2025-05-03,Email,14,Resolved,7
INT_022951,CUST_002024,Chat Session,2023-09-21,Phone,6,Resolved,9
INT_022952,CUST_006661,Feedback,2024-08-02,Chat,8,Resolved,6
INT_022953,CUST_001481,Chat Session,2025-06-27,Phone,6,Resolved,6
INT_022954,CUST_002601,Complaint,2024-11-28,Phone,33,Resolved,1
INT_022955,CUST_005110,Return Request,2023-08-24,Chat,27,Resolved,4
INT_022956,CUST_007589,Chat Session,2024-10-05,Phone,16,Resolved,10
INT_022957,CUST_002598,Complaint,2024-09-29,Phone,43,Resolved,7
INT_022958,CUST_009651,Product Question,2025-04-03,Email,14,Resolved,5
INT_022959,CUST_005794,Chat Session,2025-03-26,Email,13,Pending,8
INT_022960,CUST_003341,Email Inquiry,2025-02-01,Chat,18,Resolved,8
INT_022961,CUST_006571,Feedback,2025-05-12,Phone,17,Resolved,6
INT_022962,CUST_001874,Support Call,2024-07-02,Chat,26,Resolved,2
INT_022963,CUST_004146,Complaint,2023-11-27,Email,51,Resolved,1
INT_022964,CUST_003427,Chat Session,2024-07-31,In-Store,19,Resolved,9
INT_022965,CUST_003110,Return Request,2025-06-17,Phone,15,Resolved,7
INT_022966,CUST_005454,Product Question,2024-03-12,Email,23,Resolved,9
INT_022967,CUST_009302,Support Call,2024-02-06,In-Store,30,Resolved,7
INT_022968,CUST_009307,Product Question,2025-03-31,Email,15,Resolved,5
INT_022969,CUST_008426,Chat Session,2024-10-04,Email,9,Resolved,7
INT_022970,CUST_005461,Chat Session,2024-11-21,Phone,12,Resolved,10
INT_022971,CUST_008875,Chat Session,2025-06-08,Phone,5,Resolved,5
INT_022972,CUST_003419,Complaint,2025-03-20,Email,38,Resolved,5
INT_022973,CUST_008398,Email Inquiry,2024-04-03,Phone,24,Resolved,8
INT_022974,CUST_006232,Support Call,2025-05-21,Chat,40,Resolved,7
INT_022975,CUST_001427,Return Request,2024-01-21,Phone,25,Pending,5
INT_022976,CUST_005942,Complaint,2025-02-21,Email,39,Resolved,7
INT_022977,CUST_009859,Chat Session,2024-11-09,Chat,16,Closed,7
INT_022978,CUST_009139,Product Question,2025-05-11,Phone,23,Resolved,9
INT_022979,CUST_004714,Chat Session,2024-03-20,Chat,21,Resolved,7
INT_022980,CUST_008457,Billing Issue,2025-04-10,Email,37,Pending,4
INT_022981,CUST_008188,Billing Issue,2023-12-01,Email,53,Resolved,2
INT_022982,CUST_003614,Billing Issue,2024-08-22,Phone,38,Resolved,2
INT_022983,CUST_000289,Email Inquiry,2025-05-29,Phone,20,Closed,7
INT_022984,CUST_000478,Billing Issue,2024-07-04,In-Store,18,Resolved,8
INT_022985,CUST_008031,Billing Issue,2023-07-12,Chat,15,Resolved,5
INT_022986,CUST_005906,Billing Issue,2025-01-24,Chat,51,Escalated,2
INT_022987,CUST_001149,Email Inquiry,2025-05-10,Chat,5,Resolved,6
INT_022988,CUST_001747,Return Request,2024-05-20,Chat,12,Resolved,8
INT_022989,CUST_002004,Complaint,2024-05-19,Chat,48,Escalated,6
INT_022990,CUST_007875,Support Call,2024-09-04,Email,53,Resolved,3
INT_022991,CUST_007774,Chat Session,2024-05-06,Email,16,Resolved,6
INT_022992,CUST_009862,Chat Session,2025-04-13,In-Store,22,Pending,7
INT_022993,CUST_004897,Chat Session,2025-03-07,Phone,11,Resolved,5
INT_022994,CUST_004539,Product Question,2025-02-04,Phone,14,Resolved,5
INT_022995,CUST_008936,Complaint,2024-02-02,In-Store,50,Resolved,2
INT_022996,CUST_006550,Product Question,2025-04-10,Social Media,15,Pending,3
INT_022997,CUST_008046,Email Inquiry,2025-05-08,Chat,18,Pending,6
INT_022998,CUST_009426,Billing Issue,2024-12-03,Social Media,48,Resolved,4
INT_022999,CUST_006846,Support Call,2025-02-22,In-Store,41,Pending,2
INT_023000,CUST_000306,Return Request,2024-07-12,Social Media,28,Resolved,9
INT_023001,CUST_000007,Complaint,2024-10-13,Email,33,Resolved,4
INT_023002,CUST_007323,Complaint,2024-03-28,In-Store,56,Pending,2
INT_023003,CUST_009097,Product Question,2023-07-16,In-Store,23,Resolved,3
INT_023004,CUST_006998,Email Inquiry,2024-09-15,Social Media,9,Resolved,6
INT_023005,CUST_003788,Product Question,2024-05-18,Chat,19,Resolved,6
INT_023006,CUST_005810,Product Question,2025-03-24,In-Store,19,Resolved,6
INT_023007,CUST_009067,Complaint,2024-01-19,Email,59,Resolved,3
INT_023008,CUST_002636,Return Request,2023-07-27,Email,28,Resolved,7
INT_023009,CUST_006496,Product Question,2025-01-29,Email,23,Pending,7
INT_023010,CUST_002679,Feedback,2024-09-30,Phone,6,Resolved,10
INT_023011,CUST_000494,Complaint,2025-03-23,Phone,59,Resolved,6
INT_023012,CUST_003114,Email Inquiry,2023-10-30,Phone,16,Resolved,8
INT_023013,CUST_009337,Product Question,2025-04-26,Email,25,Closed,3
INT_023014,CUST_002124,Return Request,2025-05-16,Chat,13,Closed,8
INT_023015,CUST_008235,Chat Session,2025-05-29,Chat,11,Pending,7
INT_023016,CUST_005693,Support Call,2025-03-27,Chat,59,Resolved,3
INT_023017,CUST_002079,Complaint,2024-11-23,Phone,23,Resolved,6
INT_023018,CUST_008319,Return Request,2025-06-19,Email,12,Resolved,8
INT_023019,CUST_008179,Feedback,2025-01-24,Email,10,Resolved,10
INT_023020,CUST_007784,Product Question,2025-06-07,Phone,10,Resolved,7
INT_023021,CUST_003861,Support Call,2024-10-31,Email,37,Resolved,2
INT_023022,CUST_004653,Feedback,2025-01-25,Phone,23,Resolved,9
INT_023023,CUST_001344,Return Request,2024-09-21,Email,18,Closed,7
INT_023024,CUST_002810,Email Inquiry,2024-02-27,Phone,21,Pending,4
INT_023025,CUST_008851,Support Call,2025-05-02,Chat,50,Escalated,3
INT_023026,CUST_006034,Chat Session,2025-04-23,In-Store,15,Pending,6
INT_023027,CUST_009400,Feedback,2023-07-29,Chat,22,Resolved,10
INT_023028,CUST_000367,Chat Session,2024-05-31,Phone,12,Resolved,8
INT_023029,CUST_007607,Return Request,2025-06-25,Chat,26,Escalated,6
INT_023030,CUST_006029,Feedback,2024-11-06,Phone,18,Closed,6
INT_023031,CUST_006983,Email Inquiry,2023-09-05,Phone,17,Resolved,10
INT_023032,CUST_004774,Support Call,2024-11-09,Chat,51,Resolved,6
INT_023033,CUST_008057,Return Request,2025-06-17,Email,11,Closed,6
INT_023034,CUST_001872,Complaint,2024-11-22,In-Store,57,Resolved,3
INT_023035,CUST_002191,Product Question,2025-02-20,In-Store,20,Resolved,5
INT_023036,CUST_002966,Email Inquiry,2025-03-27,Chat,23,Resolved,9
INT_023037,CUST_001186,Email Inquiry,2024-10-04,Phone,20,Pending,4
INT_023038,CUST_006995,Email Inquiry,2024-06-01,In-Store,17,Resolved,10
INT_023039,CUST_007052,Billing Issue,2025-06-28,In-Store,54,Resolved,6
INT_023040,CUST_005567,Complaint,2023-09-17,Phone,55,Resolved,4
INT_023041,CUST_001290,Email Inquiry,2025-04-24,Email,23,Resolved,7
INT_023042,CUST_003462,Support Call,2025-06-30,Phone,43,Escalated,1
INT_023043,CUST_009691,Complaint,2025-06-16,Chat,50,Closed,3
INT_023044,CUST_006768,Billing Issue,2023-10-06,In-Store,27,Closed,2
INT_023045,CUST_002051,Complaint,2024-08-09,Phone,30,Pending,3
INT_023046,CUST_003893,Complaint,2024-11-28,Phone,33,Closed,4
INT_023047,CUST_009603,Return Request,2024-12-23,Chat,10,Escalated,6
INT_023048,CUST_008144,Product Question,2025-03-25,Email,22,Pending,4
INT_023049,CUST_003721,Chat Session,2025-01-29,Chat,5,Pending,5
INT_023050,CUST_004060,Product Question,2025-04-12,Chat,12,Resolved,6
INT_023051,CUST_003407,Billing Issue,2023-10-01,Email,48,Pending,3
INT_023052,CUST_009502,Email Inquiry,2024-04-21,Phone,13,Resolved,5
INT_023053,CUST_003024,Feedback,2024-12-21,Email,16,Resolved,6
INT_023054,CUST_007289,Chat Session,2024-05-01,Email,10,Resolved,6
INT_023055,CUST_005833,Complaint,2025-01-11,Phone,56,Resolved,6
INT_023056,CUST_009995,Billing Issue,2024-05-12,Email,17,Resolved,2
INT_023057,CUST_002992,Return Request,2023-08-01,Phone,20,Pending,6
INT_023058,CUST_007042,Return Request,2025-02-01,Chat,28,Resolved,8
INT_023059,CUST_007480,Billing Issue,2025-06-28,Chat,59,Escalated,2
INT_023060,CUST_000493,Complaint,2025-05-11,Chat,18,Closed,1
INT_023061,CUST_001749,Return Request,2025-06-22,Phone,15,Resolved,7
INT_023062,CUST_007498,Complaint,2024-06-22,Phone,37,Resolved,4
INT_023063,CUST_006251,Feedback,2023-12-06,Chat,10,Resolved,7
INT_023064,CUST_005484,Email Inquiry,2024-05-30,Chat,7,Resolved,6
INT_023065,CUST_007787,Chat Session,2025-03-28,Phone,18,Closed,6
INT_023066,CUST_007449,Return Request,2024-11-18,Phone,15,Closed,6
INT_023067,CUST_004464,Feedback,2024-11-27,Chat,14,Resolved,9
INT_023068,CUST_005992,Billing Issue,2025-06-05,In-Store,54,Closed,1
INT_023069,CUST_009610,Product Question,2025-03-30,Phone,16,Closed,7
INT_023070,CUST_004790,Billing Issue,2023-10-12,In-Store,30,Closed,4
INT_023071,CUST_000899,Return Request,2025-06-30,Phone,12,Resolved,4
INT_023072,CUST_007751,Support Call,2025-02-11,Email,26,Resolved,3
INT_023073,CUST_008205,Email Inquiry,2025-03-30,In-Store,13,Resolved,6
INT_023074,CUST_009071,Email Inquiry,2025-02-24,Email,23,Resolved,7
INT_023075,CUST_008636,Feedback,2024-07-21,In-Store,18,Resolved,9
INT_023076,CUST_001892,Return Request,2024-10-03,Email,17,Pending,3
INT_023077,CUST_007674,Support Call,2023-09-07,Social Media,44,Escalated,5
INT_023078,CUST_002181,Return Request,2023-09-27,Email,27,Escalated,2
INT_023079,CUST_007279,Chat Session,2025-06-15,Email,8,Resolved,8
INT_023080,CUST_005352,Email Inquiry,2024-12-01,Phone,12,Resolved,9
INT_023081,CUST_007453,Billing Issue,2025-03-09,Phone,30,Resolved,2
INT_023082,CUST_008765,Complaint,2025-03-10,Chat,16,Pending,5
INT_023083,CUST_002465,Support Call,2024-04-20,Email,38,Resolved,2
INT_023084,CUST_002883,Chat Session,2025-06-13,Phone,12,Resolved,6
INT_023085,CUST_002572,Billing Issue,2024-12-12,Chat,53,Resolved,8
INT_023086,CUST_009544,Support Call,2024-09-05,Phone,37,Resolved,6
INT_023087,CUST_009753,Return Request,2025-06-02,In-Store,18,Resolved,9
INT_023088,CUST_004467,Chat Session,2024-10-23,Phone,16,Pending,4
INT_023089,CUST_000974,Complaint,2024-12-20,Phone,47,Resolved,3
INT_023090,CUST_008556,Complaint,2024-10-16,Chat,46,Resolved,8
