transaction_id,customer_id,product_id,sales_rep_id,transaction_date,quantity,unit_price,discount_amount,total_amount,status,payment_method
TXN00006966,C000057,P000201,REP001,2025-01-28 11:43:35,7,27.83,15.59,179.22,completed,Credit Card
TXN00006967,C000101,P000260,REP013,2025-02-05 11:43:35,6,20.15,10.44,110.48,completed,Cash
TXN00006968,C000387,P000049,REP015,2025-03-21 11:43:35,3,57.44,24.91,147.42,completed,Credit Card
TXN00006969,C000131,P000044,REP015,2025-05-19 11:43:35,2,24.35,1.51,47.19,completed,Debit Card
TXN00006970,C000227,P000242,REP015,2025-01-24 11:43:35,10,20.07,6.01,194.72,completed,Bank Transfer
TXN00006971,C000223,P000107,REP004,2025-03-03 11:43:35,5,17.81,1.34,87.71,completed,Bank Transfer
TXN00006972,C000009,P000013,REP006,2025-05-21 11:43:35,5,425.65,98.88,2029.39,completed,Cash
TXN00006973,C000428,P000204,REP001,2025-01-03 11:43:35,7,18.89,17.72,114.54,completed,PayPal
TXN00006974,C000081,P000243,REP010,2025-04-01 11:43:35,3,39.06,12.8,104.37,completed,Debit Card
TXN00006975,C000439,P000293,,2024-12-27 11:43:35,2,190.47,38.6,342.34,completed,Bank Transfer
TXN00006976,C000324,P000298,REP001,2024-12-05 11:43:35,9,24.02,14.66,201.49,completed,Cash
TXN00006977,C000458,P000285,REP005,2025-03-21 11:43:35,6,194.35,74.65,1091.43,completed,Credit Card
TXN00006978,C000192,P000002,REP007,2025-05-25 11:43:35,4,14.7,3.62,55.19,completed,Cash
TXN00006979,C000447,P000029,REP009,2025-02-03 11:43:35,5,239.83,108.87,1090.29,completed,Credit Card
TXN00006980,C000076,P000262,REP004,2025-01-01 11:43:35,4,192.22,51.8,717.09,completed,Bank Transfer
TXN00006981,C000302,P000027,REP002,2025-02-07 11:43:35,2,546.47,63.36,1029.57,completed,Debit Card
TXN00006982,C000239,P000095,REP015,2025-04-26 11:43:35,9,47.34,1.41,424.66,completed,Credit Card
TXN00006983,C000373,P000012,REP006,2025-01-16 11:43:35,7,73.12,13.76,498.05,completed,PayPal
TXN00006984,C000189,P000110,REP006,2024-12-08 11:43:35,4,108.72,25.25,409.63,completed,Bank Transfer
TXN00006985,C000093,P000218,REP007,2025-05-14 11:43:35,7,37.06,35.91,223.52,completed,Cash
TXN00006986,C000306,P000146,REP002,2025-03-30 11:43:35,8,388.41,334.06,2773.2,completed,Credit Card
TXN00006987,C000130,P000220,REP003,2025-04-21 11:43:35,4,729.73,415.37,2503.53,completed,Debit Card
TXN00006988,C000036,P000047,REP005,2025-03-07 11:43:35,8,241.23,177.2,1752.65,completed,Debit Card
TXN00006989,C000293,P000210,REP007,2024-12-20 11:43:35,3,85.1,3.3,252.01,completed,Cash
TXN00006990,C000022,P000100,REP010,2025-05-13 11:43:35,8,165.37,150.61,1172.38,completed,PayPal
TXN00006991,C000136,P000257,REP009,2025-01-15 11:43:35,6,52.68,34.0,282.11,completed,Credit Card
TXN00006992,C000308,P000139,REP001,2025-03-20 11:43:35,4,161.77,43.06,604.02,completed,PayPal
TXN00006993,C000248,P000205,REP005,2024-12-05 11:43:35,2,0,4.46,85.43,completed,Cash
TXN00006994,C000490,P000285,REP006,2025-02-15 11:43:35,3,173.84,26.13,495.4,completed,Credit Card
TXN00006995,C000474,P000210,REP002,2025-02-24 11:43:35,8,80.75,33.32,612.71,completed,PayPal
TXN00006996,C000167,P000136,REP010,2025-03-20 11:43:35,10,181.53,129.73,1685.56,completed,Cash
TXN00006997,C000204,P000253,REP012,2025-05-01 11:43:35,6,127.84,114.33,652.73,completed,Bank Transfer
TXN00006998,C000417,P000032,REP007,2025-05-06 11:43:35,7,178.42,69.28,1179.65,completed,Credit Card
TXN00006999,C000284,P000171,REP007,2025-01-07 11:43:35,5,54.41,12.67,259.37,completed,Bank Transfer
TXN00007000,C000428,P000054,REP014,2024-12-14 11:43:35,5,171.02,59.35,795.73,completed,Bank Transfer
TXN00007001,C000278,P000089,REP003,2025-05-15 11:43:35,8,531.91,419.82,3835.45,completed,PayPal
TXN00007002,C000138,P000264,REP005,2025-04-22 11:43:35,5,218.57,43.18,1049.68,completed,PayPal
TXN00007003,C000078,P000017,REP007,2024-12-19 11:43:35,2,429.78,9.56,849.99,completed,PayPal
TXN00007004,C000494,P000117,REP013,2025-03-13 11:43:35,1,190.09,5.66,184.43,completed,Bank Transfer
TXN00007005,C000112,P000160,REP014,2025-01-10 11:43:35,2,56.81,3.16,110.45,completed,Cash
TXN00007006,C000098,P000031,REP012,2025-05-29 11:43:35,2,716.14,211.15,1221.13,completed,Debit Card
TXN00007007,C000184,P000101,REP006,2025-05-03 11:43:35,2,131.25,0.73,261.77,completed,Credit Card
TXN00007008,C000337,P000129,REP013,2024-12-29 11:43:35,8,11.48,1.61,90.19,completed,Credit Card
TXN00007009,C000302,P000104,REP005,2025-02-17 11:43:35,8,104.6,83.26,753.55,completed,Cash
TXN00007010,C000284,P000175,REP014,2025-01-07 11:43:35,3,591.65,34.55,1740.39,completed,Cash
TXN00007011,C000108,P000021,REP013,2024-12-13 11:43:35,2,233.46,31.12,435.81,completed,Bank Transfer
TXN00007012,C000375,P000049,REP015,2025-04-03 11:43:35,3,51.56,17.38,137.29,completed,Debit Card
TXN00007013,C000373,P000001,REP010,2025-01-04 11:43:35,6,189.15,84.38,1050.55,completed,PayPal
TXN00007014,C000227,P000169,REP007,2025-03-31 11:43:35,5,240.84,163.52,1040.68,completed,Debit Card
TXN00007015,C000239,P000139,REP004,2025-03-10 11:43:35,1,159.18,15.01,144.17,completed,PayPal
TXN00007016,C000380,P000275,REP006,2025-02-20 11:43:35,6,173.58,126.66,914.82,completed,Cash
TXN00007017,C000131,P000176,REP014,2024-12-27 11:43:35,8,34.02,0.64,271.54,completed,Debit Card
TXN00007018,C000034,P000258,REP004,2025-02-22 11:43:35,3,60.62,8.75,173.12,completed,Bank Transfer
TXN00007019,C000218,P000245,REP001,2025-05-26 11:43:35,7,653.18,35.27,4536.96,completed,Cash
TXN00007020,C000057,P000018,REP010,2025-04-09 11:43:35,2,340.3,22.67,657.92,completed,Bank Transfer
TXN00007021,C000315,P000208,REP002,2025-05-17 11:43:35,5,105.49,14.92,512.52,completed,Debit Card
TXN00007022,C000188,P000162,REP001,2025-02-28 11:43:35,3,125.69,52.49,324.58,completed,Debit Card
TXN00007023,C000231,P000018,REP011,2025-05-19 11:43:35,7,358.33,359.58,2148.71,completed,Bank Transfer
TXN00007024,C000149,P000054,REP002,2025-02-21 11:43:35,8,152.51,10.98,1209.07,completed,Credit Card
TXN00007025,C000280,P000205,REP013,2025-04-30 11:43:35,1,54.31,5.34,48.97,completed,Credit Card
TXN00007026,C000319,P000201,REP014,2025-04-12 11:43:35,10,25.93,30.68,228.66,completed,Cash
TXN00007027,C000152,P000163,REP001,2025-01-10 11:43:35,7,119.37,38.27,797.3,completed,Cash
TXN00007028,C000214,P000256,REP003,2025-04-04 11:43:35,7,26.12,14.16,168.69,completed,PayPal
TXN00007029,C000265,P000126,REP008,2025-06-27 11:43:35,4,167.92,90.22,581.47,completed,PayPal
TXN00007030,C000219,P000017,REP007,2025-01-18 11:43:35,1,423.81,47.35,376.46,completed,Bank Transfer
TXN00007031,C000474,P000295,REP004,2025-01-14 11:43:35,6,13.98,1.34,82.56,completed,Cash
TXN00007032,C000179,P000145,REP005,2025-05-25 11:43:35,4,841.07,243.97,3120.32,completed,Bank Transfer
TXN00007033,C000352,P000081,REP009,2025-01-07 11:43:35,10,39.65,32.12,364.38,completed,Debit Card
TXN00007034,C000392,P000288,REP015,2025-01-17 11:43:35,10,107.86,52.71,1025.92,completed,Credit Card
TXN00007035,C000405,P000247,REP001,2025-01-19 11:43:35,1,312.19,28.35,283.84,completed,Credit Card
TXN00007036,,P000031,REP015,2025-05-14 11:43:35,8,637.05,64.51,5031.92,completed,Bank Transfer
TXN00007037,C000310,P000121,REP003,2025-02-17 11:43:35,1,120.16,3.13,117.03,completed,Cash
TXN00007038,C000305,P000205,REP013,2024-12-18 11:43:35,3,53.44,5.64,154.67,completed,Cash
TXN00007039,C000153,P000167,REP014,2025-01-07 11:43:35,9,57.37,38.51,477.85,completed,PayPal
TXN00007040,C000394,P000072,REP014,2024-12-25 11:43:35,6,84.05,32.98,471.31,completed,Credit Card
TXN00007041,C000100,P000009,REP009,2025-01-16 11:43:35,5,105.66,72.5,455.78,completed,Bank Transfer
TXN00007042,C000365,P000253,REP012,2025-05-17 11:43:35,4,124.73,2.4,496.51,completed,Bank Transfer
TXN00007043,C000183,P000236,REP006,2025-03-04 11:43:35,2,50.52,3.54,97.49,completed,Cash
TXN00007044,C000301,P000049,REP009,2025-04-16 11:43:35,5,57.38,39.01,247.87,completed,Credit Card
TXN00007045,C000437,P000054,REP008,2025-04-10 11:43:35,5,176.4,25.26,856.75,completed,Credit Card
TXN00007046,C000323,P000133,REP012,2025-02-23 11:43:35,5,718.46,521.89,3070.4,completed,Debit Card
TXN00007047,C000182,P000259,REP014,2025-03-19 11:43:35,7,100.36,17.31,685.21,completed,PayPal
TXN00007048,C000096,P000253,REP013,2025-04-18 11:43:35,1,128.38,15.57,112.81,completed,PayPal
TXN00007049,C000225,P000241,REP006,2025-05-31 11:43:35,1,164.08,14.22,149.86,completed,Bank Transfer
TXN00007050,C000290,P000252,REP002,2025-05-11 11:43:35,1,127.95,12.51,115.44,completed,PayPal
TXN00007051,C000423,P000163,REP012,2025-04-18 11:43:35,9,138.17,30.58,1212.99,completed,Credit Card
TXN00007052,C000342,P000210,REP005,2025-07-01 11:43:35,1,89.91,2.1,87.81,completed,Cash
TXN00007053,C000253,P000199,REP001,2025-04-26 11:43:35,7,243.24,3.74,1698.96,completed,Cash
TXN00007054,C000012,P000245,REP007,2025-03-05 11:43:35,10,612.34,154.44,5969.0,completed,Debit Card
TXN00007055,C000332,P000248,REP015,2025-04-21 11:43:35,3,12.52,1.82,35.73,completed,PayPal
TXN00007056,C000232,P000157,REP012,2025-05-12 11:43:35,1,81.21,10.02,71.19,completed,Credit Card
TXN00007057,C000499,P000174,REP005,2024-12-14 11:43:35,7,63.58,37.65,407.43,completed,Credit Card
TXN00007058,C000061,P000006,REP015,2025-01-30 11:43:35,3,40.3,7.08,113.81,completed,Debit Card
TXN00007059,C000076,P000219,REP006,2025-03-28 11:43:35,7,41.3,29.28,259.79,completed,Debit Card
TXN00007060,C000360,P000018,REP004,2025-02-01 11:43:35,3,358.58,101.98,973.77,completed,PayPal
TXN00007061,C000317,P000071,REP014,2024-12-20 11:43:35,2,152.11,5.13,299.08,completed,Cash
TXN00007062,C000029,P000180,REP010,2024-12-26 11:43:35,8,298.75,242.17,2147.83,completed,Cash
TXN00007063,C000408,P000238,REP001,2025-04-08 11:43:35,9,97.95,19.85,861.68,completed,PayPal
TXN00007064,C000257,P000111,REP005,2025-03-12 11:43:35,2,38.2,3.18,73.22,completed,Bank Transfer
TXN00007065,C000003,P000190,REP010,2025-02-10 11:43:35,9,74.56,99.68,571.36,completed,Credit Card
TXN00007066,C000009,P000155,REP004,2025-01-27 11:43:35,2,566.6,10.23,1122.98,completed,PayPal
TXN00007067,C000436,P000233,REP012,2025-02-24 11:43:35,1,26.94,2.52,24.42,completed,Credit Card
TXN00007068,C000477,P000106,REP006,2025-04-15 11:43:35,9,76.5,48.88,639.61,completed,Bank Transfer
TXN00007069,C000240,P000046,REP015,2025-02-13 11:43:35,1,195.43,22.27,173.16,completed,PayPal
TXN00007070,C000451,P000238,REP005,2025-05-18 11:43:35,2,92.35,11.27,173.43,completed,Debit Card
TXN00007071,C000300,P000238,REP007,2025-01-20 11:43:35,4,90.37,20.41,341.06,completed,Cash
TXN00007072,C000375,P000029,REP003,2025-01-17 11:43:35,3,236.06,76.08,632.1,completed,Bank Transfer
TXN00007073,C000251,P000269,REP011,2025-04-20 11:43:35,10,14.39,1.39,142.47,completed,Cash
TXN00007074,C000258,P000091,REP013,2025-05-15 11:43:35,10,30.96,17.7,291.88,completed,Credit Card
TXN00007075,C000313,P000197,REP007,2024-12-22 11:43:35,9,798.06,423.95,6758.57,completed,Debit Card
TXN00007076,C000111,P000112,REP001,2025-03-09 11:43:35,10,17.96,11.38,168.2,completed,Bank Transfer
TXN00007077,C000239,P000187,REP001,2025-04-24 11:43:35,6,22.18,1.12,131.93,completed,Credit Card
TXN00007078,C000012,P000235,REP009,2025-01-29 11:43:35,5,20.88,8.53,95.88,completed,Credit Card
TXN00007079,C000120,P000275,REP015,2025-05-03 11:43:35,6,167.33,64.25,939.72,completed,Cash
TXN00007080,C000215,P000212,REP012,2025-02-01 11:43:35,6,85.66,38.78,475.18,completed,Credit Card
TXN00007081,C000232,P000300,REP012,2025-03-28 11:43:35,7,37.18,11.55,248.73,completed,Cash
TXN00007082,C000172,,REP010,2025-02-27 11:43:35,9,124.81,137.89,985.36,completed,Debit Card
TXN00007083,C000396,P000292,REP004,2024-12-18 11:43:35,2,60.86,14.56,107.16,completed,Bank Transfer
TXN00007084,C000466,P000214,REP010,2025-02-12 11:43:35,2,241.23,71.74,410.72,completed,Debit Card
TXN00007085,C000352,P000217,REP003,2025-05-18 11:43:35,1,259.5,25.75,233.75,completed,Credit Card
TXN00007086,C000452,P000086,REP009,2024-12-18 11:43:35,9,72.17,27.5,622.03,completed,Debit Card
TXN00007087,C000226,P000144,REP008,2025-05-21 11:43:35,7,59.42,16.34,399.62,completed,Cash
TXN00007088,C000305,P000155,REP014,2024-12-20 11:43:35,1,543.99,49.23,494.76,completed,Cash
TXN00007089,C000252,,REP007,2025-02-06 11:43:35,1,62.75,3.14,59.61,completed,Debit Card
TXN00007090,C000097,P000205,REP008,2025-01-05 11:43:35,7,52.35,14.68,351.74,completed,Debit Card
TXN00007091,C000117,P000019,REP012,2025-03-24 11:43:35,3,40.85,9.34,113.2,completed,Cash
TXN00007092,C000135,P000062,REP009,2025-01-05 11:43:35,10,10.21,8.42,93.7,completed,Credit Card
TXN00007093,C000014,P000004,REP002,2025-05-21 11:43:35,3,80.29,3.07,237.8,completed,Credit Card
TXN00007094,C000042,P000085,REP015,2025-04-06 11:43:35,5,133.66,18.37,649.92,completed,Cash
TXN00007095,C000493,P000127,REP002,2025-01-18 11:43:35,2,142.51,29.99,255.03,completed,PayPal
TXN00007096,C000387,P000053,REP007,2025-05-11 11:43:35,6,48.04,33.32,254.92,completed,PayPal
TXN00007097,C000350,P000265,REP003,2025-01-22 11:43:35,9,153.68,182.34,1200.76,completed,Cash
TXN00007098,C000096,P000127,REP001,2025-05-17 11:43:35,5,124.42,79.83,542.28,completed,Cash
TXN00007099,C000442,P000006,REP011,2024-12-07 11:43:35,1,43.33,4.94,-38.39,completed,PayPal
TXN00007100,C000460,P000075,REP008,2025-02-18 11:43:35,2,288.87,2.07,575.67,completed,Debit Card
TXN00007101,C000156,P000141,REP011,2025-01-05 11:43:35,4,61.96,13.27,234.57,completed,Credit Card
TXN00007102,C000079,P000124,REP015,2025-05-22 11:43:35,1,82.57,3.26,79.31,completed,Credit Card
TXN00007103,C000330,P000086,REP012,2025-03-10 11:43:35,10,80.16,35.6,766.04,completed,Debit Card
TXN00007104,C000400,P000264,REP003,2025-05-30 11:43:35,5,191.81,97.35,861.71,completed,Debit Card
TXN00007105,C000175,P000280,REP010,2025-04-25 11:43:35,6,63.93,51.95,331.66,completed,PayPal
TXN00007106,C000037,P000089,REP013,2024-12-17 11:43:35,8,549.92,651.17,3748.21,completed,Cash
TXN00007107,C000201,P000099,REP015,2025-01-25 11:43:35,5,106.22,38.33,492.79,completed,Bank Transfer
TXN00007108,C000161,P000093,REP012,2025-05-03 11:43:35,9,18.65,18.34,149.55,completed,Credit Card
TXN00007109,C000377,P000277,REP003,2025-01-30 11:43:35,10,54.14,78.57,462.83,completed,Cash
TXN00007110,C000497,P000243,REP002,2025-01-31 11:43:35,3,41.8,7.76,117.63,completed,Bank Transfer
TXN00007111,C000315,P000042,REP007,2025-03-16 11:43:35,2,197.67,44.32,351.03,completed,Bank Transfer
TXN00007112,C000470,P000107,REP013,2024-12-08 11:43:35,-2,18.15,16.48,128.69,completed,Credit Card
TXN00007113,C000432,P000185,REP006,2024-12-28 11:43:35,4,92.47,25.41,344.47,completed,Bank Transfer
TXN00007114,C000321,P000168,REP005,2025-01-22 11:43:35,8,123.86,97.86,892.99,completed,Debit Card
TXN00007115,C000263,P000112,REP013,2025-01-27 11:43:35,5,18.53,3.15,89.5,completed,PayPal
TXN00007116,C000268,P000197,REP004,2025-06-02 11:43:35,5,743.07,153.69,3561.66,completed,Cash
TXN00007117,C000148,P000221,REP003,2025-04-26 11:43:35,8,63.1,4.7,500.08,completed,Bank Transfer
TXN00007118,C000392,P000255,REP005,2024-12-30 11:43:35,5,11.91,1.82,57.72,completed,Debit Card
TXN00007119,C000141,P000208,REP006,2025-05-23 11:43:35,6,121.8,25.89,704.89,completed,PayPal
TXN00007120,C000126,P000093,REP008,2025-03-22 11:43:35,1,19.68,0.59,19.09,completed,Debit Card
TXN00007121,C000396,P000170,REP007,2025-03-25 11:43:35,8,27.44,3.46,216.09,completed,PayPal
TXN00007122,C000193,P000137,REP015,2025-02-17 11:43:35,1,145.13,17.9,127.23,completed,Debit Card
TXN00007123,C000118,P000223,REP013,2025-03-14 11:43:35,6,150.63,102.3,801.49,completed,Debit Card
TXN00007124,C000006,P000298,REP013,2024-12-28 11:43:35,9,23.91,8.17,206.98,completed,Cash
TXN00007125,C000322,P000139,REP007,2025-01-31 11:43:35,1,149.73,21.1,128.63,completed,Cash
TXN00007126,C000057,P000120,REP013,2025-01-08 11:43:35,9,59.2,50.05,482.76,completed,PayPal
TXN00007127,C000187,P000114,REP001,2025-05-04 11:43:35,4,363.96,58.95,1396.89,completed,Cash
TXN00007128,C000186,P000227,REP013,2025-02-08 11:43:35,5,176.8,93.3,790.7,completed,Bank Transfer
TXN00007129,C000086,P000186,REP008,2025-03-05 11:43:35,6,587.23,320.99,3202.4,completed,Bank Transfer
TXN00007130,C000253,P000126,REP014,2025-02-17 11:43:35,6,161.91,144.89,826.6,completed,Cash
TXN00007131,C000332,P000229,REP005,2025-02-17 11:43:35,4,84.08,2.95,333.36,completed,PayPal
TXN00007132,C000058,P000046,,2024-12-14 11:43:35,10,197.06,193.92,1776.67,completed,Bank Transfer
TXN00007133,C000147,P000219,REP012,2025-03-13 11:43:35,7,45.19,43.74,272.6,completed,Credit Card
TXN00007134,C000481,P000277,REP008,2025-05-31 11:43:35,9,53.25,4.22,475.03,completed,Bank Transfer
TXN00007135,C000071,P000247,REP004,2024-12-30 11:43:35,10,331.65,118.33,3198.15,completed,Debit Card
TXN00007136,C000175,P000134,REP011,2025-01-06 11:43:35,4,10.56,0.49,41.76,completed,Bank Transfer
TXN00007137,C000128,P000016,REP010,2025-04-03 11:43:35,4,186.85,71.62,675.78,completed,Bank Transfer
TXN00007138,C000213,P000188,REP010,2025-03-26 11:43:35,4,259.7,20.12,1018.67,completed,Bank Transfer
TXN00007139,C000456,P000200,REP004,2025-05-08 11:43:35,4,54.68,25.89,192.84,completed,Debit Card
TXN00007140,C000129,P000251,REP008,2025-05-07 11:43:35,3,54.22,9.17,153.49,completed,Cash
TXN00007141,C000401,P000001,REP010,2025-03-19 11:43:35,9,191.83,49.08,1677.43,completed,Bank Transfer
TXN00007142,C000413,P000277,REP011,2025-03-10 11:43:35,8,57.66,58.0,403.31,completed,Credit Card
TXN00007143,C000095,P000102,REP001,2025-01-22 11:43:35,4,38.14,16.6,135.94,completed,Credit Card
TXN00007144,C000132,P000124,REP006,2025-01-26 11:43:35,1,72.86,0.54,72.32,completed,Cash
TXN00007145,C000200,P000262,REP004,2025-05-16 11:43:35,1,199.66,20.53,179.13,completed,Bank Transfer
TXN00007146,C000097,P000189,REP010,2025-04-06 11:43:35,8,198.14,88.95,1496.15,completed,Credit Card
TXN00007147,C000251,P000295,REP005,2024-12-09 11:43:35,4,13.41,2.88,50.78,completed,Bank Transfer
TXN00007148,C000267,P000078,REP005,2025-05-15 11:43:35,2,223.15,13.37,432.92,completed,Cash
TXN00007149,C000052,P000055,REP002,2025-01-10 11:43:35,2,43.09,11.91,74.26,completed,Credit Card
TXN00007150,,P000064,REP015,2025-04-30 11:43:35,3,131.91,50.05,345.68,completed,Bank Transfer
TXN00007151,C000200,P000247,REP012,2025-05-24 11:43:35,8,282.99,70.48,2193.45,completed,Debit Card
TXN00007152,C000348,P000293,REP010,2025-04-02 11:43:35,9,167.79,84.43,1425.71,completed,Debit Card
TXN00007153,C000379,P000068,REP007,2025-02-06 11:43:35,2,44.58,4.13,85.03,completed,Cash
TXN00007154,C000027,P000201,REP014,2025-01-20 11:43:35,1,25.8,0.65,25.15,completed,PayPal
TXN00007155,C000405,P000107,REP007,2025-01-15 11:43:35,10,16.71,7.26,159.84,completed,Debit Card
TXN00007156,C000088,P000261,REP006,2025-05-26 11:43:35,5,628.54,314.79,2827.92,completed,Cash
TXN00007157,C000407,P000271,REP007,2025-05-19 11:43:35,10,696.67,687.37,6279.38,completed,Cash
TXN00007158,C000068,P000300,REP014,2025-02-15 11:43:35,8,39.71,41.94,275.71,completed,PayPal
TXN00007159,C000445,P000282,REP013,2025-03-27 11:43:35,9,154.64,28.31,1363.49,completed,Bank Transfer
TXN00007160,C000330,P000191,REP011,2024-12-09 11:43:35,1,47.8,3.32,44.48,completed,Debit Card
TXN00007161,C000093,P000246,REP005,2025-05-26 11:43:35,10,396.94,392.85,3576.55,completed,Debit Card
TXN00007162,C000185,P000062,REP002,2025-06-14 11:43:35,5,10.55,0.72,52.04,completed,PayPal
TXN00007163,C000266,P000042,REP005,2025-04-10 11:43:35,1,177.64,3.56,174.08,completed,Debit Card
TXN00007164,C000447,P000090,REP005,2025-01-11 11:43:35,6,174.17,109.8,935.2,completed,Debit Card
TXN00007165,C000183,P000109,REP010,2025-05-25 11:43:35,8,21.33,3.29,167.38,completed,PayPal
TXN00007166,C000323,P000286,REP009,2025-03-23 11:43:35,8,153.93,71.39,1160.08,completed,Bank Transfer
TXN00007167,C000327,P000169,REP004,2025-05-12 11:43:35,4,203.77,54.68,760.39,completed,PayPal
TXN00007168,C000466,P000276,REP004,2024-12-29 11:43:35,5,42.78,19.43,194.45,completed,Credit Card
TXN00007169,C000390,P000050,REP001,2025-05-22 11:43:35,10,560.69,691.69,4915.22,completed,PayPal
TXN00007170,C000385,P000121,REP007,2024-12-28 11:43:35,3,128.47,0.09,385.33,completed,Debit Card
TXN00007171,C000176,P000175,REP001,2025-01-03 11:43:35,3,519.42,121.49,1436.78,completed,Bank Transfer
TXN00007172,C000397,P000201,REP006,2025-05-07 11:43:35,5,28.94,9.85,134.84,completed,Cash
TXN00007173,C000203,P000257,REP013,2025-02-20 11:43:35,6,50.95,41.71,264.0,completed,PayPal
TXN00007174,C000100,P000161,REP005,2025-05-20 11:43:35,10,112.25,30.63,1091.91,completed,PayPal
TXN00007175,C000062,P000085,REP004,2025-04-20 11:43:35,3,132.53,20.55,377.04,completed,PayPal
TXN00007176,C000239,P000148,REP008,2025-01-25 11:43:35,4,445.42,227.01,1554.66,completed,Credit Card
TXN00007177,C000323,P000132,REP004,2024-12-11 11:43:35,10,57.11,14.13,556.98,completed,Credit Card
TXN00007178,C000324,P000083,REP004,2025-03-27 11:43:35,10,36.54,19.04,346.4,completed,PayPal
TXN00007179,C000138,P000195,REP012,2025-01-10 11:43:35,4,26.61,0.45,106.0,completed,Cash
TXN00007180,C000433,P000131,REP004,2025-02-26 11:43:35,4,13.45,4.63,49.17,completed,PayPal
TXN00007181,C000187,P000147,REP010,2025-04-01 11:43:35,9,244.28,238.96,1959.6,completed,Cash
TXN00007182,C000029,P000013,REP014,2024-12-10 11:43:35,6,360.43,171.6,1990.96,completed,Debit Card
TXN00007183,C000012,P000190,REP013,2025-01-04 11:43:35,1,78.85,10.54,68.31,completed,Debit Card
TXN00007184,C000337,P000154,REP002,2025-05-18 11:43:35,5,42.62,14.51,198.57,completed,PayPal
TXN00007185,C000290,P000079,REP003,2025-06-01 11:43:35,4,850.8,325.88,3077.33,completed,PayPal
TXN00007186,C000062,P000031,REP015,2024-12-22 11:43:35,5,656.56,247.08,3035.74,completed,Debit Card
TXN00007187,C000376,P000035,REP014,2025-01-26 11:43:35,4,83.47,42.2,291.7,completed,Cash
TXN00007188,C000469,P000080,REP008,2025-02-15 11:43:35,7,566.72,16.25,3950.78,completed,Cash
TXN00007189,C000058,P000114,REP001,2025-05-01 11:43:35,2,425.97,63.43,788.5,completed,Cash
TXN00007190,C000169,P000107,REP008,2025-05-23 11:43:35,6,16.84,9.58,91.45,completed,Debit Card
TXN00007191,C000353,P000083,REP014,2025-02-03 11:43:35,2,33.34,6.47,60.21,completed,Debit Card
TXN00007192,C000163,P000281,REP012,2024-12-11 11:43:35,4,62.64,1.46,249.09,completed,Debit Card
TXN00007193,C000382,P000293,REP006,2025-02-11 11:43:35,9,177.2,93.14,1501.62,completed,Bank Transfer
TXN00007194,C000332,P000190,REP001,2024-12-23 11:43:35,7,76.33,28.85,505.47,completed,Credit Card
TXN00007195,C000215,P000194,REP013,2025-04-09 11:43:35,8,13.98,11.81,100.07,completed,Debit Card
TXN00007196,C000346,P000295,REP005,2025-05-04 11:43:35,9,15.45,17.12,121.95,completed,Bank Transfer
TXN00007197,C000272,P000135,REP010,2025-05-05 11:43:35,2,18.6,3.91,33.3,completed,Credit Card
TXN00007198,C000377,P000072,REP003,2025-04-15 11:43:35,10,96.25,99.04,863.45,completed,Bank Transfer
TXN00007199,C000151,P000144,REP012,2025-03-22 11:43:35,10,55.29,82.75,470.19,completed,Bank Transfer
TXN00007200,C000468,P000072,REP003,2025-01-11 11:43:35,3,93.2,25.19,254.41,completed,Debit Card
TXN00007201,C000460,P000135,REP009,2025-04-16 11:43:35,6,18.65,9.04,102.88,completed,PayPal
TXN00007202,C000468,P000047,REP006,2024-12-27 11:43:35,1,260.38,8.75,251.63,completed,Credit Card
TXN00007203,C000076,P000284,REP012,2024-12-05 11:43:35,10,17.21,20.77,151.3,completed,Cash
TXN00007204,C000483,P000108,REP015,2025-04-02 11:43:35,9,209.81,161.76,1726.5,completed,Bank Transfer
TXN00007205,C000103,P000006,REP006,2025-02-08 11:43:35,7,43.28,32.56,270.42,completed,PayPal
TXN00007206,C000196,P000001,REP010,2025-04-20 11:43:35,7,226.96,92.79,1495.92,completed,Credit Card
TXN00007207,C000346,P000059,REP006,2025-05-04 11:43:35,3,15.84,4.14,43.37,completed,PayPal
TXN00007208,C000151,P000184,REP009,2025-04-11 11:43:35,6,212.05,121.09,1151.22,completed,Bank Transfer
TXN00007209,C000289,P000081,REP009,2025-05-10 11:43:35,1,38.88,3.31,35.57,completed,Credit Card
TXN00007210,C000062,P000245,REP009,2025-05-17 11:43:35,6,634.62,95.16,3712.55,completed,PayPal
TXN00007211,C000491,P000102,REP008,2025-03-23 11:43:35,3,43.13,15.19,114.19,completed,Bank Transfer
TXN00007212,C000086,P000129,REP011,2025-04-01 11:43:35,9,11.15,13.04,87.27,completed,PayPal
TXN00007213,C000083,P000167,REP014,2025-02-09 11:43:35,10,58.45,35.19,549.36,completed,Debit Card
TXN00007214,C000385,P000205,REP008,2025-02-14 11:43:35,10,51.96,15.65,503.92,completed,Credit Card
TXN00007215,C000046,P000043,REP008,2025-02-12 11:43:35,3,181.64,15.47,529.46,completed,Credit Card
TXN00007216,C000398,P000243,REP014,2025-05-08 11:43:35,4,41.06,21.99,142.27,completed,Bank Transfer
TXN00007217,C000250,P000117,,2025-04-06 11:43:35,6,197.08,176.96,1005.52,completed,PayPal
TXN00007218,C000043,P000092,REP006,2025-05-05 11:43:35,5,273.63,163.94,1204.19,completed,Bank Transfer
