transaction_id,order_id,customer_id,product_id,product_name,category,quantity,unit_price,item_total,discount_amount,discount_percent,tax_amount,final_total,transaction_date,transaction_time,store_id,store_location,sales_channel,sales_person,payment_method,customer_rating,is_return,notes
TXN-000385,ORD-413366,322,HOME-001,Coffee Maker,Home & Garden,3,95.14,285.42,0,0,22.83,308.25,2025-06-09,11:29:37,STR-007,"San Antonio, TX",Mobile App,Gabrielle Waters,PayPal,,False,Authority cover threat organization question.
TXN-000386,ORD-442306,778,BOOK-005,Art History Book,Books,1,53.64,53.64,0,0,4.29,57.93,2025-05-18,15:03:14,STR-003,"Chicago, IL",Online,,Credit Card,2,False,
TXN-000387,ORD-592951,24,HOME-003,Throw Pillow,Home & Garden,5,26.8,134.0,10.17,7.6,9.91,133.74,2025-05-25,14:17:40,STR-010,"San Jose, CA",Phone Order,Robert Hall,Apple Pay,3,False,Today every occur left.
TXN-000388,ORD-129812,917,SPRT-003,Basketball,Sports,1,0,0,0,0,0.0,0.0,2025-06-09,06:42:43,STR-005,"Phoenix, AZ",Phone Order,Teresa Paul,Credit Card,,False,
TXN-000389,ORD-911583,78,CLTH-004,Winter Jacket,Clothing,5,138.33,691.65,0,0,55.33,746.98,2025-05-22,01:48:38,STR-006,"Philadelphia, PA",Mobile App,,Cash,3,False,
TXN-000390,ORD-399439,782,ELEC-003,Bluetooth Speaker,Electronics,999,73.8,73726.2,0,0,5898.1,79624.3,2025-05-24,03:19:55,STR-009,"Dallas, TX",Phone Order,Harold Herrera,Cash,,False,Century style family head.
TXN-000391,ORD-425725,285,CLTH-001,Cotton T-Shirt,Clothing,1,17.02,17.02,0,0,1.36,18.38,2025-05-18,13:25:20,STR-001,"New York, NY",Phone Order,Matthew Herman,Apple Pay,,False,Find maybe safe type suddenly both.
TXN-000392,ORD-510625,171,ELEC-004,Laptop Charger,Electronics,5,55.16,275.8,34.72,12.6,19.29,260.37,2025-05-25,01:14:30,STR-001,"New York, NY",Online,,Apple Pay,,False,
TXN-000393,ORD-653665,573,BOOK-003,Mystery Novel,Books,4,12.88,51.52,9.09,17.6,3.39,45.82,2025-05-14,14:05:05,STR-005,"Phoenix, AZ",Phone Order,Michael Spencer MD,Apple Pay,4,False,
TXN-000394,ORD-568069,849,BOOK-002,Cookbook,Books,2,0,0,0,0,0.0,0.0,2025-06-07,15:17:44,STR-009,"Dallas, TX",Mobile App,,Gift Card,4,False,
TXN-000395,ORD-649002,246,SPRT-003,Basketball,Sports,3,27.02,81.06,0,0,6.48,87.54,2025-06-03,07:44:07,STR-001,"New York, NY",Phone Order,Richard Harris,Google Pay,,False,Capital performance work peace bit.
TXN-000396,ORD-594699,758,CLTH-004,Winter Jacket,Clothing,4,104.07,416.28,0,0,33.3,449.58,2025-06-07,14:19:50,STR-004,"Houston, TX",Phone Order,Michael Bates,Gift Card,,True,Really enter set mouth enter society above.
TXN-000397,ORD-804766,871,CLTH-005,Baseball Cap,Clothing,5,24.81,124.05,0,0,9.92,133.97,2025-06-09,18:05:31,STR-001,"New York, NY",Online,,Credit Card,,False,
TXN-000398,ORD-941938,417,CLTH-003,Running Shoes,Clothing,1,72.85,72.85,0,0,5.83,78.68,2025-06-06,00:44:47,STR-001,"New York, NY",Phone Order,William Johnson,Apple Pay,4,False,
TXN-000399,ORD-120416,774,BOOK-002,Cookbook,Books,2,20.06,40.12,0,0,3.21,43.33,2025-05-27,18:04:03,STR-009,"Dallas, TX",In-Store,Joseph Gardner,Cash,,False,
TXN-000400,ORD-491684,789,HOME-001,Coffee Maker,Home & Garden,1,84.73,84.73,0,0,6.78,91.51,2025-05-17,02:51:07,STR-008,"San Diego, CA",Online,,Google Pay,,False,Religious hair few popular likely finally.
TXN-000401,ORD-185438,914,CLTH-001,Cotton T-Shirt,Clothing,1,21.91,21.91,0,0,1.75,23.66,2025-06-09,10:14:53,STR-005,"Phoenix, AZ",Online,,Credit Card,3,False,
TXN-000402,ORD-715826,703,SPRT-004,Tennis Racket,Sports,2,90.16,180.32,0,0,14.43,194.75,2025-05-12,20:46:35,STR-002,"Los Angeles, CA",Phone Order,John Johnson,Gift Card,,False,
TXN-000403,ORD-249044,144,HOME-003,Throw Pillow,Home & Garden,2,32.97,65.94,0,0,5.28,71.22,2025-05-21,21:56:22,STR-008,"San Diego, CA",Phone Order,Nicole Guzman,Apple Pay,,False,
TXN-000404,ORD-411961,177,SPRT-002,Dumbbells,Sports,1,67.15,67.15,0,0,5.37,72.52,2025-06-08,02:49:54,STR-001,"New York, NY",In-Store,Matthew Thompson,Apple Pay,1,False,
TXN-000405,ORD-982105,632,CLTH-002,Jeans,Clothing,4,54.49,217.96,0,0,17.44,235.4,2025-05-14,07:38:43,STR-010,"San Jose, CA",Online,,Gift Card,3,False,
TXN-000406,ORD-910305,685,HOME-003,Throw Pillow,Home & Garden,3,26.09,78.27,0,0,6.26,84.53,2025-06-03,21:40:30,STR-008,"San Diego, CA",Phone Order,Robin White,Google Pay,,False,
TXN-000407,,772,CLTH-002,Jeans,Clothing,2,42.01,84.02,0,0,6.72,90.74,2025-06-09,09:18:45,STR-002,"Los Angeles, CA",Mobile App,,Cash,,False,
TXN-000408,ORD-230745,402,SPRT-003,Basketball,Sports,4,32.0,128.0,0,0,10.24,138.24,2025-05-14,10:27:10,STR-007,"San Antonio, TX",Mobile App,Shirley Sanchez,Gift Card,,False,
TXN-000409,ORD-976115,784,BOOK-005,Art History Book,Books,4,55.57,222.28,0,0,17.78,240.06,2025-06-02,02:02:44,STR-001,"New York, NY",Mobile App,,Debit Card,1,False,
TXN-000410,ORD-297745,692,SPRT-003,Basketball,Sports,4,30.52,122.08,19.49,16.0,8.21,110.8,2025-06-01,11:47:33,STR-004,"Houston, TX",In-Store,Travis Cooper,Debit Card,,False,Four action voice time choice research resource.
TXN-000411,ORD-366481,775,HOME-001,Coffee Maker,Home & Garden,1,101.25,101.25,0,0,8.1,109.35,2025-06-10,07:00:16,STR-010,"San Jose, CA",Mobile App,,Gift Card,2,False,
TXN-000412,ORD-267451,918,CLTH-005,Baseball Cap,Clothing,999,20.42,20399.58,0,0,1631.97,22031.55,2025-05-22,15:40:36,STR-005,"Phoenix, AZ",Mobile App,,Debit Card,,False,
TXN-000413,ORD-225225,417,HOME-004,Kitchen Knife Set,Home & Garden,1,77.11,77.11,0,0,6.17,83.28,2025-06-05,05:48:48,STR-005,"Phoenix, AZ",Mobile App,,Credit Card,,False,
TXN-000414,ORD-737399,520,BOOK-003,Mystery Novel,Books,1,14.08,14.08,0.75,5.3,1.07,14.4,2025-05-15,15:59:37,STR-003,"Chicago, IL",Online,,Gift Card,,False,
TXN-000415,ORD-621412,697,SPRT-001,Yoga Mat,Sports,3,37.67,113.01,0,0,9.04,122.05,2025-05-25,05:45:07,STR-007,"San Antonio, TX",In-Store,Matthew Dickerson,Google Pay,5,False,Data common name skill.
TXN-000416,ORD-765592,430,CLTH-003,Running Shoes,Clothing,5,80.42,402.1,0,0,32.17,434.27,2025-05-14,07:53:03,STR-010,"San Jose, CA",Phone Order,Shawn Miller DDS,Apple Pay,,False,
TXN-000417,ORD-651113,216,ELEC-005,USB Cable,Electronics,2,13.42,26.84,5.12,19.1,1.74,23.46,2025-06-03,11:41:58,STR-007,"San Antonio, TX",Online,,Credit Card,,False,
TXN-000418,ORD-604980,91,HOME-005,Desk Lamp,Home & Garden,3,29.16,87.48,14.54,16.6,5.84,78.78,2025-06-06,23:06:25,STR-010,"San Jose, CA",Online,,Debit Card,3,False,
TXN-000419,ORD-583944,265,SPRT-001,Yoga Mat,Sports,4,47.16,188.64,0,0,15.09,203.73,2025-05-30,09:33:02,STR-006,"Philadelphia, PA",In-Store,Tina Thompson,Gift Card,,False,Reach line kind test long kitchen.
TXN-000420,ORD-148626,150,BOOK-005,Art History Book,Books,2,44.59,89.18,0,0,7.13,96.31,2025-06-05,20:47:10,STR-006,"Philadelphia, PA",In-Store,Jody Nguyen,PayPal,,False,Computer candidate hotel.
TXN-000421,ORD-246692,459,SPRT-001,Yoga Mat,Sports,3,32.65,97.95,0,0,7.84,105.79,2025-05-23,10:21:28,STR-010,"San Jose, CA",Mobile App,,PayPal,,False,
TXN-000422,ORD-904884,720,SPRT-002,Dumbbells,Sports,4,66.59,266.36,0,0,21.31,287.67,2025-05-21,09:20:33,STR-004,"Houston, TX",Online,,Google Pay,,False,Never under cell.
TXN-000423,ORD-509100,302,SPRT-003,Basketball,Sports,2,31.65,63.3,0,0,5.06,68.36,2025-05-17,18:31:38,STR-010,"San Jose, CA",Mobile App,,Debit Card,,False,Top available court else course standard improve.
TXN-000424,ORD-785821,780,SPRT-004,Tennis Racket,Sports,5,68.5,342.5,53.47,15.6,23.12,312.15,2025-05-29,14:07:52,STR-010,"San Jose, CA",In-Store,Henry Mayo,Apple Pay,,False,
TXN-000425,ORD-804045,803,HOME-001,Coffee Maker,Home & Garden,4,98.8,395.2,29.11,7.4,29.29,395.38,2025-05-30,11:45:51,STR-005,"Phoenix, AZ",Mobile App,,Debit Card,,False,
TXN-000426,ORD-347998,44,HOME-001,Coffee Maker,Home & Garden,5,76.14,380.7,0,0,30.46,411.16,2025-06-02,20:01:46,STR-008,"San Diego, CA",Phone Order,Jordan Adams,Gift Card,1,False,
TXN-000427,ORD-346694,551,HOME-002,Garden Hose,Home & Garden,4,34.96,139.84,0,0,11.19,151.03,2025-05-19,09:30:47,STR-009,"Dallas, TX",In-Store,Earl Lawrence,Gift Card,2,False,
TXN-000428,ORD-935518,149,SPRT-002,Dumbbells,Sports,1,54.91,54.91,3.03,5.5,4.15,56.03,2025-06-03,06:00:23,STR-009,"Dallas, TX",Online,,Google Pay,3,False,
TXN-000429,ORD-945730,180,BOOK-005,Art History Book,Books,4,49.47,197.88,0,0,15.83,213.71,2025-05-19,02:55:10,STR-007,"San Antonio, TX",Mobile App,Richard Sanchez,Apple Pay,2,False,
TXN-000430,ORD-894399,29,CLTH-003,Running Shoes,Clothing,1,74.75,74.75,11.92,15.9,5.03,67.86,2025-05-20,08:08:10,STR-004,"Houston, TX",Online,,Cash,,False,
TXN-000431,ORD-688667,,ELEC-002,Smartphone Case,Electronics,4,27.75,111.0,0,0,8.88,119.88,2025-06-07,11:58:58,STR-008,"San Diego, CA",In-Store,Drew Davis,Debit Card,,False,
TXN-000339,ORD-845556,812,BOOK-001,Python Programming Book,Books,1,38.64,38.64,0,0,3.09,41.73,2025-06-06,18:47:31,STR-008,"San Diego, CA",In-Store,Katherine Hess,Gift Card,,False,
TXN-000433,ORD-497457,985,CLTH-002,Jeans,Clothing,3,48.82,146.46,0,0,11.72,158.18,2025-05-12,01:11:56,STR-001,"New York, NY",In-Store,Todd Anderson,PayPal,4,False,
TXN-000434,ORD-409923,398,CLTH-005,Baseball Cap,Clothing,2,29.72,59.44,0,0,4.76,64.2,2025-05-20,01:08:57,STR-002,"Los Angeles, CA",Online,,Gift Card,,False,Important day outside maintain.
TXN-000435,ORD-873776,697,BOOK-003,Mystery Novel,Books,2,15.59,31.18,0,0,2.49,33.67,2025-06-09,20:07:43,STR-007,"San Antonio, TX",In-Store,Miranda Rivera,Apple Pay,5,False,
TXN-000436,ORD-848516,269,SPRT-005,Water Bottle,Sports,4,16.81,67.24,0,0,5.38,72.62,2025-05-23,15:07:04,STR-006,"Philadelphia, PA",Online,,Debit Card,,False,
TXN-000437,ORD-191106,14,HOME-001,Coffee Maker,Home & Garden,5,86.92,434.6,100.28,23.1,26.75,361.07,2025-05-15,20:10:06,STR-001,"New York, NY",Online,,Gift Card,3,False,Test TV foot majority card authority company design.
TXN-000438,ORD-419657,50,HOME-005,Desk Lamp,Home & Garden,5,33.64,168.2,0,0,13.46,181.66,2025-05-26,13:37:06,STR-006,"Philadelphia, PA",In-Store,Barbara Jackson,Gift Card,,False,
TXN-000439,ORD-992114,109,ELEC-003,Bluetooth Speaker,Electronics,3,103.71,311.13,27.58,8.9,22.68,306.23,2025-06-03,17:49:41,STR-006,"Philadelphia, PA",Mobile App,,Debit Card,3,False,
TXN-000440,ORD-922866,512,HOME-003,Throw Pillow,Home & Garden,3,30.04,90.12,0,0,7.21,97.33,2025-05-26,02:27:25,STR-007,"San Antonio, TX",Online,,Gift Card,3,False,Risk form cause analysis trouble home situation.
TXN-000441,ORD-779846,169,SPRT-004,Tennis Racket,Sports,2,90.54,181.08,0,0,14.49,195.57,2025-05-13,02:18:39,STR-001,"New York, NY",In-Store,Carol Arnold,PayPal,,False,
TXN-000442,ORD-858400,137,ELEC-002,Smartphone Case,Electronics,3,24.96,74.88,0,0,5.99,80.87,2025-05-19,09:51:00,STR-007,"San Antonio, TX",Phone Order,Brandon Hart,Apple Pay,,False,
TXN-000443,ORD-187031,414,CLTH-004,Winter Jacket,Clothing,3,117.37,352.11,0,0,28.17,380.28,2025-05-12,04:14:24,STR-003,"Chicago, IL",Mobile App,,Cash,3,False,General brother go history.
TXN-000444,ORD-944727,309,SPRT-005,Water Bottle,Sports,1,17.63,17.63,0,0,1.41,19.04,2025-06-07,15:54:19,STR-005,"Phoenix, AZ",Online,,Credit Card,4,False,
TXN-000445,ORD-733582,146,SPRT-002,Dumbbells,Sports,3,52.78,158.34,30.45,19.2,10.23,138.12,2025-05-13,10:47:20,STR-004,"Houston, TX",In-Store,Ethan Thomas,Cash,,False,
TXN-000446,ORD-728823,564,HOME-004,Kitchen Knife Set,Home & Garden,3,60.53,181.59,13.95,7.7,13.41,181.05,2025-05-28,15:39:17,STR-009,"Dallas, TX",Mobile App,,Cash,,False,Sign natural involve tend recognize subject continue.
TXN-000447,ORD-747084,771,ELEC-004,Laptop Charger,Electronics,4,51.05,204.2,40.67,19.9,13.08,176.61,2025-06-02,06:23:53,STR-002,"Los Angeles, CA",Online,,PayPal,,False,
TXN-000448,ORD-938282,285,CLTH-004,Winter Jacket,Clothing,3,153.05,459.15,0,0,36.73,495.88,2025-05-14,19:23:19,STR-001,"New York, NY",Mobile App,,PayPal,,False,
TXN-000449,ORD-426136,481,BOOK-005,Art History Book,Books,2,45.86,91.72,7.92,8.6,6.7,90.5,2025-06-03,22:07:36,STR-008,"San Diego, CA",Mobile App,,Credit Card,,False,
TXN-000450,ORD-495153,231,SPRT-001,Yoga Mat,Sports,1,43.62,43.62,4.25,9.7,3.15,42.52,2025-05-13,14:17:45,STR-005,"Phoenix, AZ",Mobile App,,Gift Card,,False,
TXN-000451,ORD-700322,239,BOOK-001,Python Programming Book,Books,3,33.6,100.8,0,0,8.06,108.86,2025-06-07,06:39:54,STR-002,"Los Angeles, CA",Online,,Gift Card,,False,
TXN-000452,ORD-290951,156,SPRT-005,Water Bottle,Sports,3,17.73,53.19,0,0,4.26,57.45,2025-06-07,19:47:36,STR-009,"Dallas, TX",Phone Order,Michael Potts,Google Pay,3,False,How address them laugh impact thousand.
TXN-000453,ORD-147021,886,ELEC-002,Smartphone Case,Electronics,3,28.76,86.28,0,0,6.9,93.18,2025-05-26,22:02:29,STR-006,"Philadelphia, PA",Mobile App,,Apple Pay,5,False,
TXN-000454,ORD-114974,727,SPRT-001,Yoga Mat,Sports,4,32.4,129.6,26.02,20.1,8.29,111.87,2025-05-21,02:49:18,STR-002,"Los Angeles, CA",Phone Order,Joseph Mejia,Apple Pay,,False,
TXN-000455,ORD-239630,223,BOOK-003,Mystery Novel,Books,4,13.99,55.96,3.05,5.5,4.23,57.14,2025-05-22,09:54:19,STR-008,"San Diego, CA",Online,,Credit Card,3,False,
TXN-000456,ORD-502280,20,HOME-003,Throw Pillow,Home & Garden,3,30.53,91.59,0,0,7.33,98.92,2025-05-16,04:46:09,STR-006,"Philadelphia, PA",Phone Order,Dr. Brittany Armstrong,Debit Card,4,False,
TXN-000457,ORD-742592,515,BOOK-003,Mystery Novel,Books,3,13.23,39.69,8.95,22.5,2.46,33.2,2025-05-15,15:40:18,STR-002,"Los Angeles, CA",In-Store,Jeffrey Hughes,Debit Card,,False,
TXN-000458,ORD-823466,276,ELEC-001,Wireless Headphones,Electronics,2,88.55,177.1,0,0,14.17,191.27,2025-05-13,03:10:24,STR-008,"San Diego, CA",Mobile App,,Google Pay,,False,
TXN-000459,ORD-845231,965,BOOK-003,Mystery Novel,Books,0,15.7,0,0,0,0.0,0.0,2025-06-01,10:46:28,STR-008,"San Diego, CA",Online,,PayPal,3,False,
TXN-000460,ORD-250644,362,BOOK-004,Business Strategy Guide,Books,5,27.58,137.9,0,0,11.03,148.93,2025-07-07,21:06:07,STR-010,"San Jose, CA",Online,,PayPal,,False,
TXN-000461,ORD-267504,472,BOOK-005,Art History Book,Books,5,52.3,261.5,20.3,7.8,19.3,260.5,2025-05-14,06:39:15,STR-003,"Chicago, IL",Phone Order,Richard Miller,Gift Card,4,False,Traditional agree Republican nothing life.
TXN-000462,ORD-503992,182,CLTH-003,Running Shoes,Clothing,5,72.55,362.75,0,0,29.02,391.77,2025-06-06,06:59:57,STR-007,"San Antonio, TX",Phone Order,Marissa Thomas,Gift Card,5,False,
TXN-000463,ORD-278039,367,BOOK-004,Business Strategy Guide,Books,4,29.63,118.52,0,0,9.48,128.0,2025-05-13,09:47:42,STR-009,"Dallas, TX",Online,Julie Franco,Credit Card,,True,
TXN-000464,ORD-420107,704,HOME-005,Desk Lamp,Home & Garden,3,35.84,107.52,0,0,8.6,116.12,2025-05-12,21:48:52,STR-001,"New York, NY",Mobile App,,Cash,2,False,
TXN-000465,ORD-531995,659,SPRT-004,Tennis Racket,Sports,5,79.9,399.5,0,0,31.96,431.46,2025-06-06,13:46:52,STR-010,"San Jose, CA",Online,,Google Pay,,False,
TXN-000466,ORD-835855,612,ELEC-005,USB Cable,Electronics,2,13.42,26.84,0,0,2.15,28.99,2025-05-18,05:18:01,STR-002,"Los Angeles, CA",Phone Order,Rebecca Silva,PayPal,4,False,
TXN-000467,ORD-641841,166,BOOK-001,Python Programming Book,Books,3,37.2,111.6,8.05,7.2,8.28,111.83,2025-06-01,03:16:44,STR-006,"Philadelphia, PA",Phone Order,Amber Sanders,Debit Card,2,False,
TXN-000468,ORD-510110,845,CLTH-003,Running Shoes,Clothing,2,96.62,193.24,0,0,15.46,208.7,2025-06-02,10:37:56,STR-008,"San Diego, CA",Phone Order,James Adams,Debit Card,,False,
TXN-000469,ORD-464375,620,SPRT-004,Tennis Racket,Sports,1,70.12,70.12,8.19,11.7,4.95,66.88,2025-05-28,22:48:40,STR-003,"Chicago, IL",Mobile App,,Google Pay,,False,
TXN-000470,ORD-644376,5,CLTH-003,Running Shoes,Clothing,5,101.15,505.75,96.43,19.1,32.75,442.07,2025-05-29,23:30:42,STR-003,"Chicago, IL",Mobile App,,Google Pay,2,False,Believe should attorney respond shake we.
TXN-000471,ORD-676114,249,HOME-001,Coffee Maker,Home & Garden,4,87.94,351.76,0,0,28.14,379.9,2025-05-17,10:26:37,STR-004,"Houston, TX",Online,,Debit Card,,False,
TXN-000472,ORD-423942,566,ELEC-002,Smartphone Case,Electronics,5,23.88,119.4,0,0,9.55,128.95,2025-05-13,10:30:09,STR-009,"Dallas, TX",Online,,Gift Card,,False,Important enough chance model.
TXN-000473,ORD-549659,108,BOOK-001,Python Programming Book,Books,4,41.81,167.24,0,0,13.38,180.62,2025-06-08,23:06:49,STR-001,"New York, NY",In-Store,Deborah Walker,PayPal,3,False,
TXN-000474,ORD-883371,431,CLTH-005,Baseball Cap,Clothing,2,24.85,49.7,0,0,3.98,53.68,2025-05-30,12:21:20,STR-006,"Philadelphia, PA",In-Store,Danny Rodriguez,PayPal,,False,
TXN-000475,ORD-942924,166,CLTH-004,Winter Jacket,Clothing,1,,0,0,0,0.0,0.0,2025-05-19,04:27:55,STR-003,"Chicago, IL",In-Store,Dylan Hoover,PayPal,5,False,
TXN-000476,ORD-273215,171,SPRT-003,Basketball,Sports,3,29.08,87.24,0,0,6.98,94.22,2025-06-01,11:27:09,STR-007,"San Antonio, TX",Phone Order,Caleb Robinson,PayPal,,False,
TXN-000477,ORD-232748,75,CLTH-004,Winter Jacket,Clothing,1,127.22,127.22,0,0,10.18,137.4,2025-05-16,16:46:49,STR-005,"Phoenix, AZ",Mobile App,,Gift Card,,False,
TXN-000478,ORD-444786,665,CLTH-004,Winter Jacket,Clothing,1,105.69,105.69,0,0,8.46,114.15,2025-05-18,12:11:14,STR-008,"San Diego, CA",Online,,Gift Card,3,False,
TXN-000479,ORD-814761,813,ELEC-004,Laptop Charger,Electronics,1,51.57,51.57,5.35,10.4,3.7,49.92,2025-06-01,10:37:09,STR-010,"San Jose, CA",Phone Order,Courtney Ingram,Credit Card,,False,
TXN-000480,ORD-148255,563,SPRT-001,Yoga Mat,Sports,3,40.77,122.31,0,0,9.78,132.09,2025-05-16,06:53:26,STR-004,"Houston, TX",Online,,PayPal,,False,
TXN-000481,ORD-885394,184,SPRT-005,Water Bottle,Sports,3,16.83,50.49,3.77,7.5,3.74,50.46,2025-06-09,00:04:37,STR-001,"New York, NY",In-Store,Rebecca Alexander,PayPal,,False,
TXN-000200,ORD-377539,790,HOME-005,Desk Lamp,Home & Garden,1,30.46,30.46,0,0,2.44,32.9,2025-05-15,17:02:33,STR-002,"Los Angeles, CA",In-Store,Melanie Johnson,Gift Card,2,False,
TXN-000483,ORD-305306,501,ELEC-001,Wireless Headphones,Electronics,2,72.3,144.6,0,0,11.57,156.17,2025-05-18,07:57:48,STR-003,"Chicago, IL",Mobile App,,Credit Card,4,False,
TXN-000484,ORD-358110,57,SPRT-005,Water Bottle,Sports,3,18.49,55.47,4.21,7.6,4.1,55.36,2025-06-08,16:32:59,STR-001,"New York, NY",Phone Order,Kristina Paul,Gift Card,3,False,
TXN-000354,ORD-966708,307,BOOK-001,Python Programming Book,Books,2,43.74,87.48,0,0,7.0,94.48,2025-05-30,05:10:33,STR-003,"Chicago, IL",Phone Order,Stacy Lee,Credit Card,,False,Early certainly bank without save protect boy financial.
TXN-000486,ORD-678803,358,CLTH-004,Winter Jacket,Clothing,3,133.58,400.74,0,0,32.06,432.8,2025-05-15,05:23:51,STR-008,"San Diego, CA",Online,,Debit Card,1,False,
TXN-000487,ORD-313257,99,ELEC-005,USB Cable,Electronics,3,11.61,34.83,0,0,2.79,37.62,2025-06-03,04:46:20,STR-008,"San Diego, CA",Online,Jennifer Gilbert,Credit Card,,False,
TXN-000488,ORD-205865,,CLTH-003,Running Shoes,Clothing,4,73.59,294.36,0,0,23.55,317.91,2025-05-28,22:53:35,STR-007,"San Antonio, TX",Phone Order,Daniel Salinas,Debit Card,3,False,
TXN-000489,ORD-827026,541,HOME-001,Coffee Maker,Home & Garden,3,87.67,263.01,58.53,22.3,16.36,220.84,2025-05-19,23:55:50,STR-009,"Dallas, TX",Mobile App,,PayPal,,False,
TXN-000490,ORD-829261,1000,ELEC-005,USB Cable,Electronics,4,11.81,47.24,0,0,3.78,51.02,2025-05-20,13:53:40,STR-006,"Philadelphia, PA",Online,,Apple Pay,1,False,
TXN-000491,ORD-527102,763,CLTH-003,Running Shoes,Clothing,999,73.28,73206.72,0,0,5856.54,79063.26,2025-05-29,14:03:28,STR-009,"Dallas, TX",Phone Order,Dr. Nicole Foster,Google Pay,1,False,
TXN-000492,ORD-879628,963,SPRT-002,Dumbbells,Sports,3,68.76,206.28,0,0,16.5,222.78,2025-05-16,06:43:20,STR-004,"Houston, TX",Mobile App,,Credit Card,,False,
TXN-000493,ORD-701600,858,BOOK-001,Python Programming Book,Books,5,35.27,176.35,0,0,14.11,190.46,2025-05-22,05:18:51,STR-006,"Philadelphia, PA",Online,Andrew Mcmillan,Debit Card,,False,
TXN-000494,,900,BOOK-003,Mystery Novel,Books,5,17.93,89.65,22.07,24.6,5.41,72.99,2025-05-20,14:04:03,STR-009,"Dallas, TX",Mobile App,,Google Pay,,False,
TXN-000495,ORD-672430,258,CLTH-003,Running Shoes,Clothing,5,102.89,514.45,0,0,41.16,555.61,2025-06-09,06:35:55,STR-008,"San Diego, CA",Phone Order,Bryan Rodriguez,Apple Pay,,False,
TXN-000496,ORD-246607,824,HOME-005,Desk Lamp,Home & Garden,3,37.07,111.21,14.47,13.0,7.74,104.48,2025-05-28,11:51:55,STR-001,"New York, NY",Phone Order,Terri Martin,Cash,5,False,
TXN-000497,ORD-981143,224,CLTH-004,Winter Jacket,Clothing,4,132.13,528.52,0,0,42.28,570.8,2025-05-14,09:22:28,STR-001,"New York, NY",In-Store,Christine Perry,PayPal,1,False,
TXN-000498,ORD-216768,828,SPRT-005,Water Bottle,Sports,5,20.09,100.45,9.15,9.1,7.3,98.6,2025-05-28,05:19:44,STR-002,"Los Angeles, CA",Mobile App,,Cash,2,False,
TXN-000499,ORD-749519,468,ELEC-005,USB Cable,Electronics,4,13.63,54.52,0,0,4.36,58.88,2025-06-09,04:52:44,STR-008,"San Diego, CA",In-Store,Adrian Patton,PayPal,,False,
TXN-000500,ORD-676265,94,ELEC-001,Wireless Headphones,Electronics,4,66.41,265.64,0,0,21.25,286.89,2025-06-07,06:39:34,STR-001,"New York, NY",Phone Order,Ann Hughes,Debit Card,5,False,
TXN-000501,ORD-122298,588,ELEC-004,Laptop Charger,Electronics,1,40.25,40.25,0,0,3.22,43.47,2025-05-30,05:49:45,STR-003,"Chicago, IL",Online,,Gift Card,,False,
TXN-000502,ORD-886059,698,HOME-001,Coffee Maker,Home & Garden,1,83.77,83.77,0,0,6.7,90.47,2025-05-29,05:44:22,STR-010,"San Jose, CA",Phone Order,David Gilbert,Google Pay,,False,Environmental serious glass nice across choice vote upon.
TXN-000503,ORD-787730,383,HOME-003,Throw Pillow,Home & Garden,2,28.08,56.16,0,0,4.49,60.65,2025-05-29,14:39:50,STR-005,"Phoenix, AZ",In-Store,Jodi Alexander,Google Pay,,False,Bag hard camera according pull.
TXN-000504,ORD-354877,,HOME-001,Coffee Maker,Home & Garden,3,87.28,261.84,60.13,23.0,16.14,217.85,2025-05-31,08:57:23,STR-005,"Phoenix, AZ",Phone Order,Zachary Bradford,Apple Pay,,False,
TXN-000505,ORD-710867,456,CLTH-004,Winter Jacket,Clothing,5,118.18,590.9,0,0,47.27,638.17,2025-05-19,02:28:45,STR-002,"Los Angeles, CA",Mobile App,,Credit Card,2,False,
TXN-000506,,972,ELEC-002,Smartphone Case,Electronics,3,23.85,71.55,0,0,5.72,77.27,2025-05-20,20:17:19,STR-008,"San Diego, CA",Online,,PayPal,,False,
TXN-000507,ORD-543938,601,SPRT-005,Water Bottle,Sports,2,20.17,40.34,0,0,3.23,43.57,2025-06-01,03:41:49,STR-010,"San Jose, CA",In-Store,Holly James,Cash,1,False,
TXN-000508,ORD-590259,171,ELEC-005,USB Cable,Electronics,5,12.26,61.3,0,0,4.9,66.2,2025-05-30,07:05:22,STR-003,"Chicago, IL",In-Store,Alyssa Walker,Gift Card,,False,
TXN-000509,ORD-311669,327,BOOK-001,Python Programming Book,Books,5,41.62,208.1,0,0,16.65,224.75,2025-05-28,19:59:58,STR-004,"Houston, TX",In-Store,Francisco Cochran,Google Pay,2,False,
TXN-000510,ORD-828734,196,BOOK-001,Python Programming Book,Books,3,,0,0,0,0.0,0.0,2025-06-02,13:54:53,STR-010,"San Jose, CA",In-Store,Timothy White,Credit Card,,True,
TXN-000511,ORD-361461,122,ELEC-005,USB Cable,Electronics,3,14.34,43.02,0,0,3.44,46.46,2025-05-31,20:00:50,STR-005,"Phoenix, AZ",Phone Order,Debra Smith,Cash,1,False,
TXN-000512,ORD-192949,14,SPRT-004,Tennis Racket,Sports,4,84.88,339.52,0,0,27.16,366.68,2025-05-25,20:56:28,STR-007,"San Antonio, TX",In-Store,Mr. Ruben Castillo,Gift Card,,True,Huge discuss top individual nothing.
